id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
958024341729498779,Home in Ottawa · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,41209181,Abdur Rahman,,Gloucester-Southgate,45.36730011643393,-75.62457375113303,Private room,48,1,18,2023-12-03,4.58,1,0,18,STR-827-639
958702355989336324,Home in Ottawa · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,475319012,Jasmin,,Innes,45.43702,-75.51171,Entire home/apt,168,2,5,2023-09-30,1.28,12,167,5,STR-835-628
959003791347986767,Home in Ottawa · ★4.67 · 3 bedrooms · 5 beds · 2.5 baths,377772487,Adlane,,Gloucester-Southgate,45.3693949714223,-75.61541826648433,Entire home/apt,286,3,3,2023-10-18,0.85,4,165,3,STR-836-567
959531277699817707,Home in Ottawa · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,522987805,Victoria,,Gloucester-Southgate,45.35052206573167,-75.64868306138017,Private room,,1,12,2023-09-22,3.08,3,0,12,STR-835-355
959673636599872730,Rental unit in Ottawa · ★New · 2 bedrooms · 2 beds · 1.5 baths,154600184,Cjay,,River,45.37801075667195,-75.72123729323813,Entire home/apt,150,30,0,,,3,179,0,Exempt
960426978687339468,Rental unit in Ottawa · ★4.90 · 1 bedroom · 2 beds · 1 bath,64312752,Mostafa,,Rideau-Goulbourn,45.2051589623198,-75.95331684089473,Entire home/apt,95,1,28,2023-12-17,7.24,5,0,28,STR-829-294
960921837021192414,Rental unit in Ottawa · 1 bedroom · 2 beds · 1 bath,451220149,Gershon,,Innes,45.4642742,-75.53749909999999,Entire home/apt,67,30,1,2023-10-13,0.45,4,153,1,
961269246190165808,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,186359402,Tarek,,Knoxdale-Merivale,45.34490991639901,-75.72633887912845,Private room,48,1,0,,,1,269,0,Exempt
961631773041968524,Home in Ottawa · 6 bedrooms · 6 beds · 3.5 baths,458415366,Jemima,,Rideau-Goulbourn,45.23759579260251,-75.74711581262933,Entire home/apt,355,1,0,,,2,195,0,STR-836-632
961668327688858405,Townhouse in Ottawa · ★New · 1 bedroom · 1 bed · 1.5 baths,338511269,Mohannad,,Cumberland,45.4719438,-75.4558126,Private room,78,1,0,,,3,152,0,STR-837-270
961673844947764632,Home in Ottawa · ★5.0 · 1 bedroom · 2 beds · 1 private bath,173801552,Feng,,Rideau-Goulbourn,45.276275550281234,-75.83801040114213,Private room,74,5,4,2023-09-29,1.12,2,270,4,STR-830-526
961676174346916532,Home in Ottawa · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,233000958,Ajibola,,Rideau-Goulbourn,45.2371553619928,-75.74824430962357,Private room,88,1,5,2023-12-07,1.29,4,250,5,STR-836-632
961705626347707495,Home in Ottawa · ★4.67 · 1 bedroom · 1 bed · 2.5 shared baths,233000958,Ajibola,,Rideau-Goulbourn,45.23576440689241,-75.74901004276818,Private room,63,1,15,2023-12-17,3.91,4,269,15,STR-836-632
961830419232290392,Home in Ottawa · ★New · 3 bedrooms · 3 beds · 2.5 baths,532707663,Sadaf,,Rideau-Vanier,45.4415881,-75.6581049,Entire home/apt,108,30,0,,,1,173,0,
962346544729633094,Home in Ottawa · ★4.56 · 1 bedroom · 1 bed · 2.5 shared baths,233000958,Ajibola,,Rideau-Goulbourn,45.23586,-75.74812,Private room,57,1,9,2023-11-25,2.27,4,269,9,STR-836-632
962360796308661288,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 2.5 shared baths,233000958,Ajibola,,Rideau-Goulbourn,45.23623077962843,-75.74749200093657,Private room,57,1,3,2023-11-09,0.81,4,269,3,STR-836-632
962366641861885167,Home in Ottawa · ★4.50 · 1 bedroom · 1 bed · 2.5 shared baths,458415366,Jemima,,Rideau-Goulbourn,45.23735,-75.7474,Private room,84,1,8,2023-10-20,2.03,2,269,8,STR-836-632
963068940459687846,Rental unit in Ottawa · Studio · 1 bath,392408807,Shabella,,Kitchissippi,45.4008517,-75.73166309999999,Entire home/apt,90,30,1,2023-11-30,1,7,269,1,
963090864364700112,Rental unit in Ottawa · Studio · 1 bed · 1 bath,451220149,Gershon,,Rideau-Vanier,45.4313159,-75.6836581,Entire home/apt,78,30,0,,,4,163,0,
963184649632387460,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,356248264,Waseem,,Gloucester-South Nepean,45.26953868794923,-75.73728684335947,Entire home/apt,120,30,0,,,1,89,0,
963344248893169946,Home in Ottawa · 3 bedrooms · 3 beds · 1.5 baths,533193333,Kane,,Kanata South,45.29288314540632,-75.88508937011152,Private room,33,31,0,,,1,269,0,
963696429966473684,Rental unit in Ottawa · 3 bedrooms · 3 beds · 1 bath,10473316,Cassandra,,Rideau-Rockcliffe,45.4335211,-75.6354416,Entire home/apt,150,2,1,2023-10-02,0.38,3,65,1,STR-837-960
963966304942666410,Home in Ottawa · 4 bedrooms · 4 beds · 3.5 baths,224889769,Eddy,,Barrhaven,45.24920635541401,-75.72130140312511,Entire home/apt,337,2,2,2023-11-26,0.65,6,363,2,STR-835-230
963977194246064294,Townhouse in Ottawa · ★4.89 · 2 bedrooms · 4 beds · 3 baths,431913010,Joe,,Gloucester-South Nepean,45.27111271281457,-75.69096238089844,Entire home/apt,155,2,18,2023-11-26,4.70,1,249,18,STR-836-645
964042098269812306,Guesthouse in Ottawa · Studio · 1 bed · 1 bath,414349092,Tyus,,Gloucester-Southgate,45.364654744956155,-75.62900304794312,Entire home/apt,59,30,2,2023-12-14,0.57,2,46,2,STR-831-564
964433558034780565,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,514247043,Bright,,Gloucester-South Nepean,45.32090626938175,-75.61018936998444,Private room,85,1,5,2023-12-02,1.32,3,89,5,STR-836-215
964463607020935522,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,514247043,Bright,,Gloucester-South Nepean,45.32138,-75.61025,Private room,70,1,3,2023-11-26,0.83,3,90,3,STR-836-215
964503470903859223,Rental unit in Ottawa · ★3.81 · 1 bedroom · 1 bed · 1 bath,515274476,Harry & Jackie,,Somerset,45.40797349657272,-75.70290310806848,Entire home/apt,70,1,15,2023-12-09,3.95,1,0,15,STR-825-973
964515473190716907,Rental unit in Ottawa · 1 bedroom · 1 bed · 1.5 baths,533503020,Oye,,Kanata South,45.3019691443279,-75.8824939499438,Private room,44,30,0,,,1,178,0,
964550927799910217,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 shared bath,12835514,Renan,,Rideau-Vanier,45.430927,-75.6814229,Private room,90,30,1,2023-10-31,0.61,2,65,1,
964624980070502276,Home in Ottawa · 2 bedrooms · 2 beds · 1.5 baths,149155146,Jen,,Stittsville-Kanata West,45.25744640096631,-75.92298509889203,Entire home/apt,79,30,0,,,1,74,0,
964632030921912539,Home in Ottawa · ★4.33 · 1 bedroom · 1 bed · 4 shared baths,533550446,Joanna,,Rideau-Goulbourn,45.237042082727626,-75.74832765237383,Private room,65,1,3,2023-11-02,0.81,1,269,3,STR-004-765
964660544016962610,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,533534484,Omolara,,Rideau-Goulbourn,45.23768,-75.74679,Private room,57,1,2,2023-09-16,0.63,3,266,2,STR-004-765
964665691403767085,Home in Ottawa · 1 bedroom · 1 bed · 1.5 baths,533534484,Omolara,,Rideau-Goulbourn,45.23636154866822,-75.74832302284521,Private room,55,1,1,2023-09-03,0.28,3,204,1,STR-004-765
964670288784115454,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,533534484,Omolara,,Rideau-Goulbourn,45.237644465234155,-75.74878057903354,Private room,55,1,3,2023-09-23,0.83,3,270,3,STR-004-765
964715141257235660,Home in Ottawa · ★4.67 · 4 bedrooms · 4 beds · 2.5 baths,483953215,Nathan,,Kanata North,45.303236961742954,-75.92934101353308,Entire home/apt,324,4,3,2023-11-25,0.92,1,264,3,STR-836-623
965056016446935528,Rental unit in Ottawa · 1 bedroom · 1 bed · 2 baths,510569116,Carlos,,Rideau-Vanier,45.423340221424745,-75.67883020805974,Private room,35,90,0,,,6,269,0,
965067488307453160,Rental unit in Ottawa · 1 bedroom · 1 bed · 2 baths,510569116,Carlos,,Rideau-Vanier,45.42330445598871,-75.68058872028966,Private room,32,30,0,,,6,269,0,
965106557511022058,Home in Ottawa · ★4.92 · 1 bedroom · 2 beds · 1 bath,522919165,Suhani,,Cumberland,45.45186534933007,-75.4719665669174,Private room,89,1,11,2023-10-30,3.00,1,0,11,STR-836-637
965158420644760266,Home in Ottawa · ★4.83 · 1 bedroom · 1 bed · 1 bath,282163591,Shikha,,Stittsville-Kanata West,45.28048995408544,-75.89346960653047,Private room,79,1,6,2023-11-22,1.68,4,161,6,STR-826-931
965206761842322865,Home in Ottawa · 1 bedroom · 2 beds · 1 bath,42528969,Meagan,,College,45.36048,-75.74936,Entire home/apt,101,30,1,2023-10-10,0.43,2,215,1,
965257269294520592,Home in Ottawa · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,445504207,Yola,,Alta Vista,45.37648919999999,-75.6567604,Entire home/apt,328,1,4,2023-10-21,1.10,1,0,4,STR-836-262
965380764204059245,Home in Ottawa · ★5.0 · 6 bedrooms · 6 beds · 2.5 baths,533897746,Hassan,,Innes,45.4450589071687,-75.52424088939742,Entire home/apt,628,2,10,2023-11-27,4.05,1,325,10,Exempt
965550668964297757,Home in Ottawa · 3 bedrooms · 3 beds · 2.5 baths,144279421,Alban,,River,45.3442999,-75.67354,Entire home/apt,365,30,0,,,1,87,0,
965898412151784653,Rental unit in Ottawa · ★4.03 · 1 bedroom · 1 bed · 1 bath,501074086,Tom And Cindy,,Somerset,45.41139283238186,-75.70771188963984,Entire home/apt,70,1,30,2023-12-11,8.33,1,362,30,STR-826-687
966027411602547337,Rental unit in Ottawa · Studio · 1 bed · 1 bath,392408807,Shabella,,Kitchissippi,45.40174156358805,-75.73136943338358,Entire home/apt,90,30,1,2023-10-02,0.38,7,254,1,
966217255036830790,Rental unit in Ottawa · 1 bedroom · 1 bed · 2 baths,510569116,Carlos,,Rideau-Vanier,45.42202312190329,-75.67885693969053,Private room,39,30,0,,,6,269,0,
966516968509807488,Rental unit in Ottawa · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,409551845,Marco,,Knoxdale-Merivale,45.33410863843939,-75.74279006971332,Entire home/apt,127,2,24,2023-11-26,6.67,1,180,24,STR-836-647
966581982331332360,Home in Ottawa · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,338823169,Rachel,,Osgoode,45.32190576625302,-75.5902012410337,Entire home/apt,162,2,24,2023-12-16,7.13,1,49,24,STR-836-649
966711720999282264,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,517709296,Sarah,,Rideau-Vanier,45.444028011761866,-75.66466708465576,Entire home/apt,73,30,1,2023-10-15,0.46,4,321,1,
966827407283892023,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 private bath,400665088,Ritu,,River,45.352444230998316,-75.66190704703331,Private room,115,30,3,2023-12-11,1.05,1,150,3,STR-836-779
968019974807244782,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,54989,Lyndsey,,River,45.3532221655704,-75.66184895196885,Private room,50,30,0,,,1,262,0,
968134202021399052,Home in Ottawa · 4 bedrooms · 8 beds · 2.5 baths,193432103,Executive Stays,,Rideau-Rockcliffe,45.45512887274167,-75.68802095295482,Entire home/apt,507,1,0,,,10,364,0,STR-823-604
968308701286591795,Guesthouse in Ottawa · ★4.80 · 1 bedroom · 2 beds · 1 bath,390499634,Peter And Nina,,Rideau-Rockcliffe,45.4345364,-75.6509293,Private room,85,2,5,2023-12-13,1.63,1,78,5,STR-831-053
968369646963359731,Bungalow in Ottawa · 1 bedroom · 1 bed · 2 shared baths,523249298,Mahdis,,Knoxdale-Merivale,45.36322838178012,-75.71798178230009,Shared room,40,2,0,,,4,270,0,STR-833-699
968675576570806443,Home in Ottawa · ★4.25 · 3 bedrooms · 3 beds · 2.5 baths,534481099,Adekola,,Barrhaven,45.246544055468064,-75.74366607216,Entire home/apt,120,1,3,2023-12-10,2.05,1,0,3,STR-837-850
968735312416028274,Home in Ottawa · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,475194901,Mike,,Rideau-Goulbourn,45.23937607072393,-75.74119638327515,Entire home/apt,149,2,11,2023-11-26,3.51,1,171,11,STR-836-211
968953386957427710,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,10424386,Darlene And Terry,,River,45.38777794920018,-75.72991076140012,Private room,64,30,0,,,2,250,0,
968992589945373461,Home in Ottawa · ★5.0 · 4 bedrooms · 4 beds · 2 baths,534567305,Hanish,,Barrhaven,45.247727536183184,-75.75508538509807,Entire home/apt,229,2,4,2023-11-06,1.21,1,358,4,STR-836-709
969213919637135634,Home in Ottawa · ★4.91 · 4 bedrooms · 5 beds · 2.5 baths,166887496,Sandrine,,Bay,45.354106411056314,-75.79242948672403,Private room,225,1,9,2023-12-03,4.66,1,0,9,STR-837-081
969433693256029907,Bungalow in Ottawa · 1 bedroom · 1 bed · 1 shared bath,523249298,Mahdis,,Knoxdale-Merivale,45.36417911287653,-75.71887654226876,Shared room,60,2,0,,,4,270,0,STR-833-699
969584818263724992,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,60726196,Habib,,Rideau-Rockcliffe,45.43802690611682,-75.64996396263716,Private room,48,30,0,,,1,252,0,
969614930951197732,Guesthouse in Ottawa · 2 bedrooms · 2 beds · 1 bath,409125379,Sylvestre,,Beacon Hill-Cyrville,45.42671799409089,-75.61035655641841,Entire home/apt,80,30,0,,,2,82,0,
969657273488687214,Home in Ottawa · 1 bedroom · 2 beds · 1 bath,377772487,Adlane,,Gloucester-Southgate,45.369372593963426,-75.6164984315366,Private room,102,2,0,,,4,89,0,STR-836-567
969657276902802291,Home in Ottawa · 1 bedroom · 2 beds · 1 bath,377772487,Adlane,,Gloucester-Southgate,45.36894249540724,-75.61709353160258,Private room,102,2,0,,,4,89,0,STR-836-567
969657617859095378,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,377772487,Adlane,,Gloucester-Southgate,45.3673884390297,-75.61703880310917,Private room,121,2,0,,,4,89,0,STR-836-567
969745541774849323,Home in Ottawa · ★4.94 · 2 bedrooms · 3 beds · 1.5 baths,402322365,Brianna,,Kanata South,45.271256416939806,-75.85881909613462,Entire home/apt,125,2,18,2023-12-03,5.40,1,339,18,STR-836-751
970204162581623593,Townhouse in Ottawa · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,534829708,Michael,,Bay,45.356680477847156,-75.79860620306889,Entire home/apt,221,2,4,2023-11-16,1.29,1,0,4,STR-836-680
970214781407964108,Home in Ottawa · 3 bedrooms · 4 beds · 2 baths,534833263,Alexander,,Gloucester-South Nepean,45.2552664610638,-75.68911538399941,Entire home/apt,293,2,1,2023-09-17,0.32,1,150,1,STR-836-578
970230278585193988,Home in Ottawa · 3 bedrooms · 3 beds · 2.5 baths,34312189,Lucy,,Rideau-Rockcliffe,45.45332,-75.62654,Entire home/apt,219,3,2,2023-12-01,1.05,2,250,2,STR-830-237
970370372965518599,Home in Ottawa · 4 bedrooms · 4 beds · 2.5 baths,15121208,Haseeb,,Alta Vista,45.37787,-75.6559,Entire home/apt,760,5,0,,,1,20,0,STR-832-173
970918309857006800,Home in Ottawa · ★New · 1 bedroom · 1 bed · 1 bath,79882477,Horla,,Rideau-Goulbourn,45.253845423023996,-75.89636882440465,Private room,,1,0,,,1,264,0,STR-837-666
970972824054285370,Home in Ottawa · ★New · 4 bedrooms · 5 beds · 2.5 baths,211031826,Akram,,Barrhaven,45.27369040061197,-75.77991295533614,Entire home/apt,280,3,1,2023-10-21,0.51,1,263,1,Exempt
971232521271239922,Home in Ottawa · 1 bedroom · 2 beds · 1 shared bath,268945875,Emmanuel,,Barrhaven,45.258049703593365,-75.73075435626916,Private room,73,1,2,2023-12-08,2,6,128,2,STR-828-891
971497916374157238,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,510569116,Carlos,,Rideau-Vanier,45.42379862820985,-75.68080352756927,Private room,299,4,0,,,6,288,0,STR-426-325
972049827381780432,Home in Ottawa · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,41909949,Ryan,,Kanata South,45.2768299,-75.8376,Entire home/apt,188,2,5,2023-11-05,2.05,1,169,5,STR-837-010
972488721445566323,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,5035914,Abdelrahman,,Bay,45.37233514312486,-75.7656623165298,Entire home/apt,90,30,0,,,5,364,0,
972678535360953087,Condo in Ottawa · 5 bedrooms · 6 beds · 3 baths,534850081,Steven,,Rideau-Vanier,45.43176,-75.67908,Entire home/apt,428,1,0,,,3,297,0,STR-824-878
972830375159143534,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,397565786,Funmi,,Stittsville-Kanata West,45.285278986444304,-75.93258793384554,Private room,42,2,4,2023-11-28,2.55,3,252,4,STR-837-310
973102075717859447,Home in Ottawa · ★New · 4 bedrooms · 4 beds · 2 baths,535453213,Roger Jores,,Rideau-Rockcliffe,45.44324365025488,-75.62877905384758,Entire home/apt,200,1,0,,,1,149,0,STR-837-667
973239408940025874,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,423768453,Seynabou,,Beacon Hill-Cyrville,45.44949311324629,-75.59878868757751,Private room,43,4,0,,,6,258,0,STR-834-549
973318052686216081,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,476128737,Amar,,Barrhaven,45.26195866744924,-75.76332886604429,Private room,45,30,2,2023-12-15,0.97,1,269,2,
973375396409599737,Rental unit in Ottawa · Studio · 1 bed · 1 bath,392408807,Shabella,,Kitchissippi,45.40021861815544,-75.73270441500257,Entire home/apt,90,30,1,2023-11-22,1,7,269,1,
973399836553869658,Rental unit in Ottawa · Studio · 1 bed · 1 bath,392408807,Shabella,,Kitchissippi,45.40180038816963,-75.73200612228165,Entire home/apt,90,30,0,,,7,269,0,
973404171671333500,Rental unit in Ottawa · Studio · 1 bed · 1 bath,392408807,Shabella,,Kitchissippi,45.40189575104669,-75.73127010370798,Entire home/apt,90,30,0,,,7,269,0,
973791573640773159,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,27383041,Naveen,,Capital,45.40061031492557,-75.68628323463194,Entire home/apt,69,30,1,2023-11-07,0.71,4,88,1,
973946325170904258,Home in Ottawa · ★4.67 · 3 bedrooms · 5 beds · 2.5 baths,85297148,Short And Suite,,Kitchissippi,45.40496445852868,-75.72392960556023,Entire home/apt,449,3,3,2023-11-26,1.27,62,243,3,STR-836-659
974218415323839950,Home in Ottawa · 1 bedroom · 1 bed · 1 private bath,179782199,Nnaemeka,,Gloucester-Southgate,45.3736606,-75.62188979999999,Private room,68,30,0,,,1,269,0,
974219933853920584,Home in Ottawa · 4 bedrooms · 4 beds · 3.5 baths,535737242,Bruno,,Orleans,45.484096,-75.50407009999999,Entire home/apt,298,2,0,,,5,269,0,STR-837-046
974476902856709990,Home in Ottawa · ★4.91 · 1 bedroom · 1 bed · 1 bath,514303310,Mary,,Kanata South,45.28854181451211,-75.85939054576468,Private room,48,1,11,2023-12-13,4.02,3,254,11,STR-123-123
974623818821637302,Rental unit in Ottawa · 1 bedroom · 2 beds · 1 bath,150136780,Antonio,,Somerset,45.41646724855476,-75.68429889646289,Entire home/apt,129,30,0,,,2,175,0,
974658602720245815,Rental unit in Ottawa · ★4.71 · 2 bedrooms · 3 beds · 1 bath,492521059,Nat And Shawn,,Somerset,45.413676042557846,-75.70945788050608,Entire home/apt,101,1,7,2023-11-27,2.50,1,313,7,STR-825-983
974681172363734572,Home in Ottawa · ★4.50 · 4 bedrooms · 5 beds · 3 baths,465884080,Samantha And Zahid,,Stittsville-Kanata West,45.29026987272806,-75.91866561065473,Entire home/apt,185,1,15,2023-12-03,4.95,1,0,15,STR-827-990
975330334929782634,Rental unit in Ottawa · 1 bedroom · 1 bed · 1 bath,339674463,Denis,,Cumberland,45.41812179999999,-75.4372609,Entire home/apt,106,30,0,,,1,269,0,
975528767343492244,Rental unit in Ottawa · ★4.86 · 1 bedroom · 1 bed · 1 bath,130473965,Marysol,,Kitchissippi,45.40328438110312,-75.72253149682423,Entire home/apt,95,1,21,2023-12-17,9.00,1,140,21,STR-826-257
975599630834945089,Home in Ottawa · 1 bedroom · 1 bed · 2.5 shared baths,530574881,Tracy,,Rideau-Goulbourn,45.23824,-75.74517,Private room,83,1,0,,,3,262,0,STR-836-797
976045641596008354,Townhouse in Ottawa · ★5.0 · 3 bedrooms · 3 beds · 2 baths,536146680,Brently,,Orleans,45.47656582525438,-75.47458185074457,Entire home/apt,211,1,8,2023-11-30,2.53,1,334,8,STR-836-758
976102594209286874,Home in Ottawa · 3 bedrooms · 3 beds · 2.5 baths,158471604,Arbin,,Bay,45.37573279999999,-75.77426400000002,Entire home/apt,110,30,0,,,1,178,0,
976945238253633162,Home in Ottawa · 1 bedroom · 1 bed · 3.5 baths,530574881,Tracy,,Rideau-Goulbourn,45.23965515494971,-75.74484128343343,Private room,70,1,1,2023-09-19,0.33,3,256,1,STR-836-797
976988172959084054,Townhouse in Ottawa · 3 bedrooms · 3 beds · 1.5 baths,152896638,Zane,,River,45.37521021458183,-75.73868959656876,Entire home/apt,126,30,0,,,2,179,0,
977042178310064975,Home in Ottawa · 2 bedrooms · 2 beds · 1 bath,301595031,Paul,,Innes,45.453812126536526,-75.52163418291424,Entire home/apt,75,30,2,2023-11-16,0.95,1,222,2,
977322595882435951,Home in Ottawa · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,51072384,Ani,,Innes,45.465016413105346,-75.52929402238247,Entire home/apt,185,3,5,2023-11-28,2.21,1,174,5,STR-833-049
977622260556276792,Condo in Ottawa · ★5.0 · 2 bedrooms · 2 beds · 1 bath,534850081,Steven,,Rideau-Vanier,45.4303679035859,-75.67901701688383,Entire home/apt,99,1,5,2023-12-12,2.03,3,355,5,STR-824-878
977664503179088724,Condo in Ottawa · ★4.83 · 3 bedrooms · 4 beds · 2 baths,534850081,Steven,,Rideau-Vanier,45.4319811476563,-75.67933883945928,Entire home/apt,234,1,5,2023-12-15,2.68,3,0,5,STR-824-878
978148519798615480,Bungalow in Ottawa · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,494353067,Maryam,,Knoxdale-Merivale,45.3657029,-75.71816580000001,Shared room,44,1,5,2023-11-23,1.70,3,270,5,STR-836-529
978162748149198065,Bungalow in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,494353067,Maryam,,Knoxdale-Merivale,45.3657029,-75.71816580000001,Shared room,44,1,3,2023-10-31,1.02,3,270,3,STR-836-529
978352025139156694,Home in Ottawa · ★5.0 · 3 bedrooms · 4 beds · 2 baths,85297148,Short And Suite,,Alta Vista,45.4090282486408,-75.64803766946045,Entire home/apt,168,3,5,2023-12-12,2.27,62,263,5,STR-836-503
978394423446742598,Home in Ottawa · ★4.80 · 4 bedrooms · 5 beds · 3.5 baths,66864844,Aakash,,Gloucester-South Nepean,45.258818824156215,-75.6880686670252,Entire home/apt,137,1,9,2023-11-24,3.07,1,0,9,STR-827-182
978453502027464319,Rental unit in Ottawa · 1 bedroom · 2 beds · 1 bath,14484439,Haidee,,Rideau-Vanier,45.42685782754681,-75.68856858384069,Entire home/apt,119,30,0,,,4,104,0,STR-825-132
978606089099191344,Home in Ottawa · ★4.25 · 4 bedrooms · 4 beds · 4.5 baths,271310731,Mike,,Innes,45.4422668,-75.5199666,Entire home/apt,238,1,4,2023-11-15,1.38,1,132,4,STR-836-733
979187644895687571,Rental unit in Ottawa · 2 bedrooms · 1 bed · 2.5 baths,430613093,Jimesleck,,Beacon Hill-Cyrville,45.4307293,-75.61058729999999,Private room,87,1,0,,,1,49,0,Exempt
979199292370055465,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,514303310,Mary,,Kanata South,45.28775120762429,-75.85986008353946,Private room,61,2,2,2023-10-29,0.97,3,267,2,STR-123-123
980363855886980208,Boutique hotel in Ottawa · 2 bedrooms · 2 beds · 1 bath,444031581,Sonder,,Somerset,45.42155822250034,-75.69373599050448,Private room,322,2,1,2023-11-05,0.68,24,292,1,Exempt
980373863325757071,Home in Ottawa · 1 bedroom · 1 bed · 1.5 shared baths,268925858,Oladele,,Rideau-Goulbourn,45.23637,-75.74706,Private room,102,1,1,2023-10-01,0.38,6,269,1,STR-836-632
980450456414426218,Home in Ottawa · 1 bedroom · 2 beds · 1.5 baths,268925858,Oladele,,Rideau-Goulbourn,45.2367827,-75.7478385,Private room,79,1,2,2023-09-25,0.65,6,269,2,STR-836-632
980514355875084876,Bed and breakfast in Ottawa · ★5.0 · 1 bedroom · 2 beds · 1 private bath,17733286,Tossi,,West Carleton-March,45.31227889515098,-75.9345834370313,Private room,83,1,11,2023-11-13,3.59,2,104,11,STR-836-075
980598034172210730,Home in Ottawa · 4 bedrooms · 5 beds · 2.5 baths,124831751,Shilpa And Pradeep,,Cumberland,45.4697627,-75.4721132,Entire home/apt,150,30,0,,,1,358,0,
980631410847460204,Home in Ottawa · 1 bedroom · 1 bed · 2.5 baths,268925858,Oladele,,Rideau-Goulbourn,45.23728,-75.7476,Private room,68,1,1,2023-09-28,0.37,6,269,1,STR-836-632
980645530004841805,Home in Ottawa · ★3.67 · 1 bedroom · 1 bed · 2.5 baths,268925858,Oladele,,Rideau-Goulbourn,45.23651803510852,-75.74668069877396,Private room,68,1,2,2023-10-01,0.65,6,0,2,STR-836-632
980647804975480497,Home in Ottawa · 1 bedroom · 1 bed · 2.5 baths,268925858,Oladele,,Rideau-Goulbourn,45.23792645581012,-75.74853882626117,Private room,68,1,0,,,6,269,0,STR-836-632
980652430832435516,Home in Ottawa · 4 bedrooms · 4 beds · 1.5 baths,85297148,Short And Suite,,Capital,45.4011642284164,-75.68601006050702,Entire home/apt,239,30,1,2023-10-28,0.58,62,261,1,
980658682224148641,Home in Ottawa · 1 bedroom · 1 bed · 2.5 baths,268925858,Oladele,,Rideau-Goulbourn,45.23771,-75.7475,Private room,68,1,1,2023-09-21,0.34,6,269,1,STR-836-632
980966187945556273,Home in Ottawa · 1 bedroom · 1 bed · 1 bath,38949521,Babatope,,Gloucester-South Nepean,45.25548,-75.69099,Private room,59,1,2,2023-10-18,0.85,5,363,2,STR-836-921
981395936271919083,Home in Ottawa · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,514303310,Mary,,Kanata South,45.287693501669146,-75.85979495929034,Private room,50,2,12,2023-12-01,4.04,3,268,12,STR-123-123
981947408778502441,Home in Ottawa · ★4.67 · 1 bedroom · 1 bed · 1 bath,63997470,Taranvir,,Kanata South,45.28662690889716,-75.88050975590512,Private room,49,1,3,2023-12-09,1.11,2,82,3,STR-835-068
982460146312421056,Home in Ottawa · ★4.92 · 1 bedroom · 1 bed · 2 baths,119516995,Pamela And Judith,,Somerset,45.414461419684415,-75.68462582005859,Private room,92,2,12,2023-11-29,4.34,3,216,12,STR-825-026
982598162775866454,Home in Ottawa · 3 bedrooms · 3 beds · 2.5 baths,37253652,Ameer,,Kitchissippi,45.40632,-75.72106,Entire home/apt,200,30,0,,,4,144,0,
982658266090562436,Rental unit in Ottawa · 1 bedroom · 1 bed · 1.5 baths,537586735,Ruth,,Knoxdale-Merivale,45.36211339271705,-75.73025507812049,Private room,40,30,0,,,1,89,0,
982895972772473762,Home in Ottawa · 1 bedroom · 1 bed · 1.5 baths,509605491,Jennifer,,Gloucester-Southgate,45.373952,-75.5992582,Private room,60,30,0,,,1,269,0,
