Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
P.J. Washington,DAL,,WAS,W,35:41,4,11,.364,0,5,.000,1,2,.500,0,5,5,3,0,0,2,2,9,+8,3.3,2024-02-12
Peyton Watson,DEN,@,MIL,L,21:06,2,6,.333,0,2,.000,1,1,1.000,1,3,4,1,0,0,0,2,5,-9,3.1,2024-02-12
Mouhamadou Gueye,TOR,,SAS,L,6:18,1,3,.333,0,0,,0,0,,2,1,3,0,0,2,0,1,2,+4,3.0,2024-02-12
Kris Dunn,UTA,,GSW,L,19:29,1,6,.167,0,3,.000,0,0,,1,1,2,3,3,0,1,2,2,+7,2.5,2024-02-12
Jae'Sean Tate,HOU,,NYK,W,12:23,1,4,.250,0,0,,0,0,,1,0,1,0,4,0,1,2,2,+6,2.5,2024-02-12
Justin Holiday,DEN,@,MIL,L,18:53,2,6,.333,1,5,.200,0,0,,0,2,2,1,0,0,0,2,5,-11,2.1,2024-02-12
Maxi Kleber,DAL,,WAS,W,23:52,2,5,.400,1,3,.333,0,1,.000,1,4,5,0,0,1,2,1,5,+14,2.1,2024-02-12
Mason Plumlee,LAC,,MIN,L,8:55,1,1,1.000,0,0,,0,0,,0,3,3,2,0,0,2,0,2,0,2.0,2024-02-12
Braxton Key,DEN,@,MIL,L,5:36,1,1,1.000,0,0,,0,1,.000,1,1,2,0,0,0,0,1,2,+2,1.9,2024-02-12
MarJon Beauchamp,MIL,,DEN,W,6:16,1,2,.500,1,2,.500,0,0,,1,1,2,0,0,0,1,1,3,-3,1.6,2024-02-12
Jae Crowder,MIL,,DEN,W,22:54,1,4,.250,0,2,.000,0,0,,0,1,1,1,2,0,1,0,2,+3,1.6,2024-02-12
Derrick Jones,DAL,,WAS,W,11:58,1,2,.500,0,0,,0,0,,1,1,2,0,1,0,1,1,2,-6,1.6,2024-02-12
Zeke Nnaji,DEN,@,MIL,L,8:06,1,5,.200,0,0,,0,0,,3,0,3,0,1,0,0,1,2,+3,1.6,2024-02-12
Delon Wright,WAS,@,DAL,L,5:02,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,1,2,+4,1.6,2024-02-12
Julian Strawther,DEN,@,MIL,L,6:39,0,3,.000,0,3,.000,2,2,1.000,0,0,0,2,0,0,0,0,2,+3,1.3,2024-02-12
Omer Yurtseven,UTA,,GSW,L,2:16,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-2,1.3,2024-02-12
Kevon Looney,GSW,@,UTA,W,10:59,0,2,.000,0,0,,0,0,,1,3,4,2,0,0,0,1,0,+6,1.2,2024-02-12
Sandro Mamukelashvili,SAS,@,TOR,W,6:18,1,2,.500,0,1,.000,0,1,.000,1,1,2,0,0,0,0,1,2,-4,1.2,2024-02-12
Terance Mann,LAC,,MIN,L,25:13,1,3,.333,0,0,,0,0,,0,2,2,1,1,0,1,1,2,-4,1.2,2024-02-12
Vasilije Micić,CHO,,IND,W,21:11,1,3,.333,0,1,.000,0,0,,1,2,3,4,0,0,2,3,2,+9,1.2,2024-02-12
Bilal Coulibaly,WAS,@,DAL,L,30:24,1,10,.100,1,4,.250,1,2,.500,4,3,7,1,0,2,1,2,4,-13,1.0,2024-02-12
Josh Minott,MIN,@,LAC,W,2:10,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,0,0,+4,1.0,2024-02-12
Kentavious Caldwell-Pope,DEN,@,MIL,L,9:20,0,3,.000,0,1,.000,1,1,1.000,0,2,2,2,0,0,0,0,1,+1,0.9,2024-02-12
Norman Powell,LAC,,MIN,L,16:33,2,7,.286,1,2,.500,1,2,.500,0,2,2,0,0,0,1,1,6,-22,0.7,2024-02-12
Taj Gibson,NYK,@,HOU,L,5:27,0,1,.000,0,0,,0,0,,2,0,2,1,0,0,0,2,0,+1,0.6,2024-02-12
Alec Burks,NYK,@,HOU,L,16:55,1,8,.125,1,5,.200,2,2,1.000,1,0,1,2,0,0,1,1,5,-3,0.5,2024-02-12
DeAndre Jordan,DEN,@,MIL,L,4:17,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,1,1,-10,0.5,2024-02-12
Jontay Porter,TOR,,SAS,L,6:56,1,2,.500,0,1,.000,0,0,,0,2,2,1,0,0,1,2,2,+2,0.5,2024-02-12
Chris Livingston,MIL,,DEN,W,2:12,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6,0.3,2024-02-12
Garrison Mathews,ATL,,CHI,L,4:08,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2,0.3,2024-02-12
Jalen McDaniels,TOR,,SAS,L,6:18,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,+4,0.3,2024-02-12
Sam Merrill,CLE,,PHI,L,9:17,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,-4,0.3,2024-02-12
Immanuel Quickley,TOR,,SAS,L,25:32,2,12,.167,1,9,.111,2,2,1.000,0,3,3,3,1,1,3,2,7,-24,0.3,2024-02-12
A.J. Lawson,DAL,,WAS,W,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2024-02-12
Kira Lewis,UTA,,GSW,L,2:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-02-12
Jordan McLaughlin,MIN,@,LAC,W,3:54,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1,0.0,2024-02-12
Jordan Poole,WAS,@,DAL,L,26:30,1,12,.083,1,6,.167,0,0,,0,6,6,3,3,1,1,4,3,+4,0.0,2024-02-12
Olivier-Maxence Prosper,DAL,,WAS,W,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2024-02-12
Ben Sheppard,IND,@,CHO,L,2:32,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,0.0,2024-02-12
Brandon Williams,DAL,,WAS,W,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2024-02-12
Devonte' Graham,SAS,@,TOR,W,6:18,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-4,-0.1,2024-02-12
Luka Šamanić,UTA,,GSW,L,2:16,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-2,-0.1,2024-02-12
Gary Trent,TOR,,SAS,L,21:47,2,7,.286,0,0,,0,0,,0,1,1,0,2,0,2,1,4,-19,-0.2,2024-02-12
Daniel Theis,LAC,,MIN,L,4:54,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,0,0,-10,-0.3,2024-02-12
Julian Champagnie,SAS,@,TOR,W,10:10,1,3,.333,0,2,.000,0,0,,0,1,1,0,0,0,1,0,2,0,-0.4,2024-02-12
Keyonte George,UTA,,GSW,L,29:19,2,10,.200,1,6,.167,0,0,,0,1,1,4,0,0,2,1,5,-32,-0.5,2024-02-12
Lester Quiñones,GSW,@,UTA,W,16:17,0,3,.000,0,2,.000,0,0,,0,2,2,2,1,0,1,1,0,-8,-0.5,2024-02-12
TyTy Washington,MIL,,DEN,W,2:46,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5,-0.7,2024-02-12
Thanasis Antetokounmpo,MIL,,DEN,W,4:54,0,1,.000,0,0,,0,0,,0,0,0,1,1,0,1,2,0,-1,-0.8,2024-02-12
Jeenathan Williams,HOU,,NYK,W,8:02,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+15,-0.8,2024-02-12
Dario Šarić,GSW,@,UTA,W,11:36,0,3,.000,0,2,.000,0,0,,0,3,3,1,0,0,0,1,0,-4,-0.9,2024-02-12
Ochai Agbaji,TOR,,SAS,L,17:31,1,8,.125,0,3,.000,0,0,,2,0,2,1,1,0,1,0,2,0,-1.1,2024-02-12
Dāvis Bertāns,CHO,,IND,W,11:34,1,6,.167,1,6,.167,0,0,,0,0,0,0,0,0,0,1,3,-8,-1.2,2024-02-12
Corey Kispert,WAS,@,DAL,L,24:27,2,11,.182,1,7,.143,0,0,,1,3,4,1,0,0,1,2,5,-10,-1.4,2024-02-12
Brice Sensabaugh,UTA,,GSW,L,2:16,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-2,-1.4,2024-02-12
Jamal Murray,DEN,@,MIL,L,17:33,1,5,.200,1,3,.333,0,0,,0,2,2,0,0,0,2,0,3,-18,-1.5,2024-02-12
Kobe Brown,LAC,,MIN,L,4:56,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,2,0,0,+3,-1.7,2024-02-12
Terquavion Smith,PHI,@,CLE,W,3:05,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,+2,-1.8,2024-02-12
Julian Phillips,CHI,@,ATL,W,6:36,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,3,0,+1,-1.9,2024-02-12
Georges Niang,CLE,,PHI,L,18:07,0,4,.000,0,2,.000,0,0,,1,4,5,0,0,1,1,2,0,-7,-2.0,2024-02-12
Jeff Green,HOU,,NYK,W,15:09,0,3,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,+11,-2.2,2024-02-12
Tim Hardaway,DAL,,WAS,W,21:58,2,13,.154,1,7,.143,0,0,,0,3,3,1,1,1,1,3,5,-4,-2.2,2024-02-12
Bennedict Mathurin,IND,@,CHO,L,14:39,0,4,.000,0,1,.000,0,0,,0,2,2,1,0,0,1,0,0,-7,-2.5,2024-02-12
Doug McDermott,IND,@,CHO,L,7:39,0,4,.000,0,4,.000,0,0,,0,0,0,1,0,0,0,1,0,-12,-2.5,2024-02-12
Taylor Hendricks,UTA,,GSW,L,19:17,0,2,.000,0,2,.000,0,0,,0,4,4,0,0,1,2,4,0,-2,-3.1,2024-02-12
Moses Moody,GSW,@,UTA,W,8:40,0,8,.000,0,3,.000,0,0,,2,2,4,0,0,0,0,0,0,+13,-3.6,2024-02-12
Domantas Sabonis,SAC,@,PHO,L,38:58,14,22,.636,0,2,.000,7,8,.875,9,9,18,12,1,3,1,4,35,+5,42.7,2024-02-13
Jayson Tatum,BOS,@,BRK,W,38:59,14,26,.538,5,11,.455,8,8,1.000,0,14,14,5,2,1,2,3,41,+21,35.6,2024-02-13
Anthony Edwards,MIN,@,POR,W,34:18,16,27,.593,4,8,.500,5,5,1.000,0,4,4,2,2,1,2,1,41,+16,31.4,2024-02-13
De'Aaron Fox,SAC,@,PHO,L,39:50,14,31,.452,5,12,.417,7,10,.700,4,5,9,6,3,0,6,4,40,-9,26.6,2024-02-13
Anthony Davis,LAL,,DET,W,28:23,6,12,.500,1,3,.333,7,7,1.000,3,11,14,4,0,6,1,1,20,+12,25.0,2024-02-13
Duncan Robinson,MIA,@,MIL,W,26:18,8,12,.667,6,8,.750,1,1,1.000,0,3,3,5,2,1,0,1,23,+24,24.5,2024-02-13
Jalen Williams,OKC,@,ORL,W,34:49,12,18,.667,3,6,.500,6,7,.857,0,2,2,3,1,0,3,3,33,+2,24.3,2024-02-13
Deandre Ayton,POR,,MIN,L,31:57,11,12,.917,0,0,,0,0,,2,14,16,1,0,0,0,1,22,-11,23.9,2024-02-13
Kevin Durant,PHO,,SAC,W,38:03,11,17,.647,2,5,.400,4,6,.667,2,9,11,4,1,0,3,2,28,+8,23.8,2024-02-13
Shai Gilgeous-Alexander,OKC,@,ORL,W,34:17,11,24,.458,1,1,1.000,9,10,.900,0,3,3,5,2,1,1,5,32,0,23.3,2024-02-13
Nikola Jović,MIA,@,MIL,W,30:29,8,13,.615,5,8,.625,3,4,.750,0,7,7,3,1,0,0,1,24,+14,22.5,2024-02-13
Devin Booker,PHO,,SAC,W,38:27,7,17,.412,0,2,.000,11,13,.846,1,2,3,9,3,0,3,3,25,+5,21.5,2024-02-13
Bam Adebayo,MIA,@,MIL,W,31:16,8,14,.571,0,0,,0,0,,5,7,12,11,2,0,3,2,16,+30,20.9,2024-02-13
Giannis Antetokounmpo,MIL,,MIA,L,33:38,11,18,.611,1,2,.500,0,0,,2,9,11,8,0,2,5,0,23,-23,20.9,2024-02-13
Paolo Banchero,ORL,,OKC,L,35:27,9,15,.600,0,3,.000,5,6,.833,0,6,6,10,0,1,4,1,23,-7,20.8,2024-02-13
Al Horford,BOS,@,BRK,W,36:34,6,6,1.000,2,2,1.000,2,2,1.000,1,5,6,4,1,0,0,0,16,+2,20.2,2024-02-13
LeBron James,LAL,,DET,W,30:42,9,15,.600,3,6,.500,4,4,1.000,0,1,1,8,0,0,4,0,25,+9,20.0,2024-02-13
Kevin Love,MIA,@,MIL,W,23:28,6,8,.750,5,7,.714,2,4,.500,0,8,8,3,2,0,1,2,19,+13,19.7,2024-02-13
Eric Gordon,PHO,,SAC,W,27:13,8,17,.471,4,9,.444,3,3,1.000,0,3,3,3,0,1,0,1,23,+8,17.6,2024-02-13
Mikal Bridges,BRK,,BOS,L,39:47,10,20,.500,3,8,.375,4,4,1.000,0,2,2,3,1,0,2,3,27,-5,17.5,2024-02-13
Rudy Gobert,MIN,@,POR,W,37:27,7,10,.700,0,0,,2,4,.500,6,9,15,1,0,1,1,3,16,+12,17.1,2024-02-13
Cam Thomas,BRK,,BOS,L,34:23,10,20,.500,4,7,.571,2,2,1.000,1,1,2,4,2,0,3,5,26,-7,16.8,2024-02-13
Grayson Allen,PHO,,SAC,W,39:29,7,10,.700,2,5,.400,3,3,1.000,1,3,4,4,0,1,2,3,19,+3,16.7,2024-02-13
James Wiseman,DET,@,LAL,L,23:03,8,12,.667,0,0,,2,3,.667,5,4,9,2,0,1,1,4,18,+2,16.6,2024-02-13
Jrue Holiday,BOS,@,BRK,W,35:12,6,10,.600,2,4,.500,0,0,,0,5,5,12,2,0,3,5,14,+18,16.3,2024-02-13
Lonnie Walker,BRK,,BOS,L,16:45,5,8,.625,3,5,.600,2,3,.667,0,3,3,3,2,0,0,0,15,-2,16.0,2024-02-13
Nickeil Alexander-Walker,MIN,@,POR,W,25:57,6,7,.857,5,6,.833,1,1,1.000,0,3,3,2,0,1,2,2,18,+22,15.7,2024-02-13
Malik Monk,SAC,@,PHO,L,33:08,9,16,.563,0,5,.000,4,4,1.000,0,4,4,6,1,1,5,2,22,-1,15.7,2024-02-13
Chet Holmgren,OKC,@,ORL,W,31:46,4,8,.500,1,3,.333,4,4,1.000,2,7,9,1,1,5,1,5,13,+15,14.7,2024-02-13
Austin Reaves,LAL,,DET,W,32:29,3,9,.333,2,5,.400,7,7,1.000,0,7,7,6,1,1,2,4,15,+25,14.3,2024-02-13
Tyler Herro,MIA,@,MIL,W,30:10,7,16,.438,3,8,.375,2,2,1.000,0,3,3,5,0,0,1,0,19,+15,14.0,2024-02-13
Malik Beasley,MIL,,MIA,L,27:31,6,10,.600,4,8,.500,0,0,,0,3,3,0,3,0,1,1,16,-22,13.9,2024-02-13
Wendell Carter,ORL,,OKC,L,30:47,9,14,.643,1,4,.250,3,3,1.000,0,6,6,1,0,0,3,5,22,+2,13.3,2024-02-13
Jalen Suggs,ORL,,OKC,L,33:10,5,13,.385,4,12,.333,3,4,.750,3,4,7,4,1,0,2,4,17,-3,13.0,2024-02-13
Rui Hachimura,LAL,,DET,W,30:05,7,10,.700,0,2,.000,1,4,.250,2,3,5,2,0,0,0,1,15,+13,12.9,2024-02-13
Ausar Thompson,DET,@,LAL,L,28:55,9,13,.692,1,2,.500,0,0,,1,1,2,0,1,0,1,4,19,-8,12.9,2024-02-13
Kyle Anderson,MIN,@,POR,W,22:03,1,3,.333,0,0,,6,6,1.000,0,3,3,8,0,0,0,0,8,+29,12.8,2024-02-13
Scoot Henderson,POR,,MIN,L,33:52,4,9,.444,1,2,.500,5,5,1.000,0,1,1,9,0,0,2,4,14,-16,12.3,2024-02-13
Royce O'Neale,PHO,,SAC,W,29:43,3,7,.429,2,5,.400,1,3,.333,0,4,4,5,4,1,0,4,9,+13,12.3,2024-02-13
Bobby Portis,MIL,,MIA,L,25:30,6,12,.500,2,5,.400,2,2,1.000,1,3,4,2,0,0,0,2,16,-25,12.2,2024-02-13
Jusuf Nurkić,PHO,,SAC,W,25:21,3,6,.500,0,0,,3,4,.750,2,7,9,2,2,2,1,3,9,+5,11.7,2024-02-13
D'Angelo Russell,LAL,,DET,W,31:41,8,18,.444,4,9,.444,1,2,.500,1,1,2,3,0,1,3,2,21,+7,11.2,2024-02-13
Dalano Banton,POR,,MIN,L,26:01,4,8,.500,1,2,.500,7,10,.700,1,4,5,3,1,0,4,2,16,-8,11.0,2024-02-13
Derrick White,BOS,@,BRK,W,38:19,6,11,.545,3,6,.500,1,1,1.000,0,2,2,3,0,0,2,1,16,+6,11.0,2024-02-13
Toumani Camara,POR,,MIN,L,22:16,5,7,.714,2,2,1.000,2,2,1.000,1,3,4,2,0,0,2,4,14,+9,10.5,2024-02-13
Josh Giddey,OKC,@,ORL,W,27:02,5,8,.625,0,3,.000,0,0,,1,4,5,5,0,0,1,1,10,0,10.4,2024-02-13
Luguentz Dort,OKC,@,ORL,W,30:38,3,5,.600,2,4,.500,0,0,,0,4,4,4,2,0,1,1,8,+1,10.3,2024-02-13
Christian Wood,LAL,,DET,W,13:21,4,7,.571,1,2,.500,2,2,1.000,0,4,4,0,1,1,0,1,11,-1,10.2,2024-02-13
Cade Cunningham,DET,@,LAL,L,25:07,4,15,.267,0,2,.000,4,4,1.000,1,6,7,7,0,0,0,1,12,-17,10.1,2024-02-13
Nic Claxton,BRK,,BOS,L,28:29,4,5,.800,0,0,,2,4,.500,2,6,8,1,0,2,1,4,10,-21,10.0,2024-02-13
Mike Conley,MIN,@,POR,W,26:15,2,7,.286,1,5,.200,2,2,1.000,1,3,4,6,2,3,2,2,7,+6,10.0,2024-02-13
Jalen Wilson,BRK,,BOS,L,22:41,3,4,.750,3,3,1.000,0,0,,1,3,4,2,0,0,0,1,9,+4,10.0,2024-02-13
Anfernee Simons,POR,,MIN,L,32:16,6,19,.316,4,10,.400,4,4,1.000,0,3,3,5,1,0,3,4,20,-16,9.9,2024-02-13
Taurean Prince,LAL,,DET,W,22:33,3,5,.600,2,3,.667,0,1,.000,1,4,5,1,1,1,0,1,8,+6,9.2,2024-02-13
Evan Fournier,DET,@,LAL,L,24:31,4,9,.444,2,5,.400,3,4,.750,1,3,4,1,2,0,2,3,13,-10,9.0,2024-02-13
Kevin Huerter,SAC,@,PHO,L,23:41,4,6,.667,2,3,.667,0,0,,0,3,3,1,1,1,1,2,10,-8,8.9,2024-02-13
Damian Lillard,MIL,,MIA,L,32:22,5,14,.357,2,7,.286,4,4,1.000,0,2,2,5,0,0,3,1,16,-24,8.9,2024-02-13
Naz Reid,MIN,@,POR,W,25:06,4,8,.500,1,3,.333,1,2,.500,0,3,3,1,1,2,0,2,10,+18,8.8,2024-02-13
Karl-Anthony Towns,MIN,@,POR,W,19:13,2,7,.286,1,3,.333,8,8,1.000,2,3,5,1,1,0,3,3,13,-5,8.7,2024-02-13
Jaden Ivey,DET,@,LAL,L,28:39,5,16,.313,1,6,.167,4,4,1.000,0,2,2,5,2,1,2,5,15,-7,8.6,2024-02-13
Moritz Wagner,ORL,,OKC,L,14:08,4,7,.571,0,1,.000,3,4,.750,4,1,5,0,0,0,1,2,11,-17,8.6,2024-02-13
Simone Fontecchio,DET,@,LAL,L,25:41,3,6,.500,2,4,.500,0,2,.000,1,3,4,4,0,0,0,1,8,-19,8.2,2024-02-13
Markelle Fultz,ORL,,OKC,L,18:28,2,5,.400,0,0,,0,0,,4,3,7,4,1,0,1,0,4,+5,7.8,2024-02-13
Cason Wallace,OKC,@,ORL,W,15:59,3,5,.600,2,4,.500,0,0,,0,2,2,1,0,1,0,0,8,+16,7.7,2024-02-13
Shake Milton,DET,@,LAL,L,18:55,4,9,.444,0,1,.000,0,0,,2,4,6,4,0,0,1,1,8,-1,7.3,2024-02-13
Gary Harris,ORL,,OKC,L,24:45,2,3,.667,2,3,.667,0,0,,1,1,2,1,1,2,1,2,6,-8,7.0,2024-02-13
Franz Wagner,ORL,,OKC,L,34:04,5,16,.313,1,5,.200,4,4,1.000,1,6,7,2,0,0,2,2,15,-8,6.9,2024-02-13
Day'Ron Sharpe,BRK,,BOS,L,8:33,2,3,.667,0,0,,2,2,1.000,2,2,4,1,0,0,0,2,6,+3,6.6,2024-02-13
Jaylen Brown,BOS,@,BRK,W,37:26,7,19,.368,1,6,.167,4,6,.667,1,0,1,4,1,0,4,5,19,+9,6.2,2024-02-13
Jalen Duren,DET,@,LAL,L,23:18,4,9,.444,0,0,,0,0,,4,4,8,0,1,0,1,3,8,-16,6.1,2024-02-13
Jaylin Williams,OKC,@,ORL,W,16:14,2,3,.667,2,3,.667,0,0,,0,1,1,2,0,0,0,1,6,-1,6.0,2024-02-13
Troy Brown,DET,@,LAL,L,17:17,3,7,.429,1,3,.333,0,0,,1,3,4,2,0,0,0,1,7,-3,5.9,2024-02-13
Ben Simmons,BRK,,BOS,L,24:05,1,5,.200,0,0,,3,6,.500,1,5,6,8,0,0,1,4,5,-3,5.9,2024-02-13
Harrison Barnes,SAC,@,PHO,L,37:05,4,8,.500,1,4,.250,0,0,,1,4,5,0,0,0,0,3,9,-3,5.7,2024-02-13
Isaiah Joe,OKC,@,ORL,W,13:26,4,6,.667,1,3,.333,1,1,1.000,0,1,1,1,0,0,2,2,10,+10,5.6,2024-02-13
Duop Reath,POR,,MIN,L,12:33,2,5,.400,1,3,.333,1,2,.500,3,0,3,0,1,1,0,3,6,-8,5.5,2024-02-13
Spencer Dinwiddie,LAL,,DET,W,31:17,2,6,.333,1,5,.200,1,1,1.000,0,2,2,7,2,0,4,2,6,+5,5.3,2024-02-13
Josh Okogie,PHO,,SAC,W,18:57,1,4,.250,1,1,1.000,4,4,1.000,1,1,2,1,1,0,2,0,7,+2,5.3,2024-02-13
MarJon Beauchamp,MIL,,MIA,L,7:40,2,4,.500,1,2,.500,3,4,.750,1,1,2,0,1,0,2,1,8,+3,5.2,2024-02-13
Jaxson Hayes,LAL,,DET,W,13:28,0,0,,0,0,,2,2,1.000,0,7,7,1,1,1,1,1,2,+5,5.1,2024-02-13
Jaime Jaquez,MIA,@,MIL,W,27:52,5,12,.417,0,2,.000,2,3,.667,1,2,3,4,0,0,3,3,12,+18,5.1,2024-02-13
Bradley Beal,PHO,,SAC,W,4:39,2,2,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,5,+3,4.7,2024-02-13
Dorian Finney-Smith,BRK,,BOS,L,18:40,1,2,.500,0,1,.000,1,2,.500,0,2,2,1,1,1,0,1,3,-15,4.2,2024-02-13
Luke Kornet,BOS,@,BRK,W,14:53,2,2,1.000,0,0,,1,2,.500,2,3,5,1,0,0,1,5,5,+4,4.0,2024-02-13
Luka Garza,MIN,@,POR,W,3:30,1,2,.500,1,2,.500,2,2,1.000,1,0,1,0,0,0,0,2,5,-7,3.9,2024-02-13
Ousmane Dieng,OKC,@,ORL,W,9:11,0,2,.000,0,2,.000,2,2,1.000,1,0,1,4,1,0,1,1,2,+8,3.7,2024-02-13
Aaron Wiggins,OKC,@,ORL,W,14:59,2,4,.500,1,2,.500,0,0,,0,1,1,0,1,1,1,1,5,+14,3.6,2024-02-13
Cole Anthony,ORL,,OKC,L,12:27,2,8,.250,1,2,.500,0,0,,1,3,4,1,1,0,0,1,5,-14,3.1,2024-02-13
Haywood Highsmith,MIA,@,MIL,W,22:59,1,4,.250,0,2,.000,0,0,,0,4,4,0,2,1,0,1,2,+5,3.1,2024-02-13
Keegan Murray,SAC,@,PHO,L,33:31,3,9,.333,0,2,.000,0,0,,0,5,5,1,1,1,0,5,6,0,2.8,2024-02-13
Chuma Okeke,ORL,,OKC,L,2:23,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+3,2.7,2024-02-13
Dennis Schröder,BRK,,BOS,L,31:46,3,10,.300,2,7,.286,1,3,.333,0,5,5,3,0,0,3,1,9,+3,2.6,2024-02-13
Drew Eubanks,PHO,,SAC,W,5:44,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,-14,2.4,2024-02-13
Jerami Grant,POR,,MIN,L,34:42,5,17,.294,2,7,.286,0,0,,1,0,1,4,1,0,3,3,12,-17,2.4,2024-02-13
Orlando Robinson,MIA,@,MIL,W,4:29,1,1,1.000,0,0,,0,0,,0,2,2,0,1,0,1,0,2,-3,2.3,2024-02-13
Jae Crowder,MIL,,MIA,L,17:49,1,1,1.000,0,0,,0,0,,1,0,1,1,0,0,1,0,2,-15,2.1,2024-02-13
Thanasis Antetokounmpo,MIL,,MIA,L,7:40,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,2,+3,2.0,2024-02-13
Jabari Walker,POR,,MIN,L,17:09,2,5,.400,0,0,,0,0,,3,4,7,0,0,0,1,4,4,-11,2.0,2024-02-13
Patrick Beverley,MIL,,MIA,L,12:57,1,3,.333,1,1,1.000,0,0,,0,2,2,2,1,0,2,1,3,-11,1.9,2024-02-13
Jamal Cain,MIA,@,MIL,W,6:18,0,1,.000,0,0,,2,2,1.000,1,1,2,0,0,0,0,1,2,-2,1.9,2024-02-13
Alex Len,SAC,@,PHO,L,7:06,0,0,,0,0,,0,0,,1,2,3,0,1,0,0,1,0,-1,1.9,2024-02-13
Joe Ingles,ORL,,OKC,L,9:44,0,1,.000,0,0,,0,0,,0,1,1,3,0,0,0,0,0,-11,1.7,2024-02-13
Jett Howard,ORL,,OKC,L,2:23,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,+3,1.6,2024-02-13
Nassir Little,PHO,,SAC,W,10:07,1,3,.333,1,2,.500,0,0,,0,2,2,0,0,1,1,0,3,0,1.6,2024-02-13
Josh Minott,MIN,@,POR,W,3:30,0,0,,0,0,,2,2,1.000,0,0,0,0,1,0,1,1,2,-7,1.6,2024-02-13
Sam Hauser,BOS,@,BRK,W,14:20,1,3,.333,1,3,.333,0,0,,1,1,2,0,0,0,0,2,3,+1,1.5,2024-02-13
Pat Connaughton,MIL,,MIA,L,24:25,0,2,.000,0,1,.000,0,0,,0,6,6,3,1,0,1,3,0,-18,1.3,2024-02-13
Kenrich Williams,OKC,@,ORL,W,9:50,0,1,.000,0,1,.000,0,0,,0,2,2,2,0,0,0,0,0,+7,1.3,2024-02-13
Oshae Brissett,BOS,@,BRK,W,8:53,0,0,,0,0,,1,4,.250,1,0,1,1,0,0,0,0,1,-13,1.2,2024-02-13
A.J. Green,MIL,,MIA,L,14:57,1,7,.143,1,6,.167,1,1,1.000,0,3,3,0,1,1,1,0,4,-2,1.1,2024-02-13
Goga Bitadze,ORL,,OKC,L,2:23,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,+3,1.0,2024-02-13
Jalen Hood-Schifino,LAL,,DET,W,2:18,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-3,1.0,2024-02-13
Caleb Houstan,ORL,,OKC,L,2:23,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,+3,1.0,2024-02-13
Andre Jackson,MIL,,MIA,L,7:40,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,0,0,+3,1.0,2024-02-13
Lindy Waters,OKC,@,ORL,W,1:46,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-2,1.0,2024-02-13
Caleb Martin,MIA,@,MIL,W,24:49,1,3,.333,0,2,.000,0,0,,0,1,1,2,0,1,1,2,2,+21,0.9,2024-02-13
Ibou Badji,POR,,MIN,L,3:30,0,0,,0,0,,1,2,.500,0,1,1,1,0,0,0,2,1,+7,0.8,2024-02-13
Brook Lopez,MIL,,MIA,L,23:22,3,9,.333,1,6,.167,0,0,,0,3,3,0,0,1,2,2,7,-2,0.7,2024-02-13
