Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Shai Gilgeous-Alexander,OKC,@,UTA,L,36:03,11,22,.500,2,3,.667,4,5,.800,1,3,4,7,1,1,2,1,28,-3,22.4,2024-02-06
Giannis Antetokounmpo,MIL,@,PHO,L,38:36,13,24,.542,1,3,.333,7,13,.538,4,6,10,6,0,0,5,5,34,+1,21.8,2024-02-06
Mikal Bridges,BRK,,DAL,L,38:30,11,21,.524,5,11,.455,1,1,1.000,0,1,1,4,2,0,1,0,28,-18,21.8,2024-02-06
Devin Booker,PHO,,MIL,W,37:39,12,21,.571,2,6,.333,6,10,.600,0,1,1,4,0,0,1,3,32,+5,21.4,2024-02-06
Jalen Williams,OKC,@,UTA,L,35:19,10,18,.556,3,6,.500,3,4,.750,1,4,5,5,1,0,2,0,26,-4,21.4,2024-02-06
Nikola Vučević,CHI,,MIN,W,42:38,10,16,.625,2,4,.500,2,2,1.000,1,5,6,2,0,4,0,5,24,+5,21.2,2024-02-06
Dillon Brooks,HOU,@,IND,L,31:16,8,15,.533,3,6,.500,4,4,1.000,1,2,3,4,1,0,0,1,23,+2,20.4,2024-02-06
Paolo Banchero,ORL,@,MIA,L,34:29,7,16,.438,1,4,.250,8,12,.667,1,8,9,7,2,0,2,2,23,-23,20.2,2024-02-06
Alperen Sengun,HOU,@,IND,L,35:58,7,15,.467,0,1,.000,6,8,.750,5,5,10,6,1,0,1,2,20,+8,19.9,2024-02-06
Isaiah Hartenstein,NYK,,MEM,W,34:59,7,8,.875,0,0,,3,4,.750,4,5,9,3,1,3,3,3,17,+12,19.1,2024-02-06
Jalen Green,HOU,@,IND,L,32:51,12,21,.571,3,5,.600,3,4,.750,0,3,3,1,2,0,4,1,30,+12,18.9,2024-02-06
Terry Rozier,MIA,,ORL,W,31:15,7,12,.583,2,4,.500,2,3,.667,1,5,6,7,1,0,1,1,18,+21,18.7,2024-02-06
Precious Achiuwa,NYK,,MEM,W,40:18,8,13,.615,1,2,.500,0,0,,2,3,5,3,3,1,0,2,17,-1,18.4,2024-02-06
John Collins,UTA,,OKC,W,29:28,9,15,.600,1,4,.250,3,3,1.000,3,6,9,0,0,1,1,3,22,-2,17.5,2024-02-06
Kevin Durant,PHO,,MIL,W,39:23,11,21,.524,1,5,.200,5,7,.714,0,10,10,1,1,2,5,3,28,+8,16.8,2024-02-06
Bradley Beal,PHO,,MIL,W,37:46,10,22,.455,2,8,.250,3,5,.600,2,8,10,3,3,0,4,3,25,+9,16.5,2024-02-06
Andre Drummond,CHI,,MIN,W,35:28,7,13,.538,0,0,,2,4,.500,6,10,16,0,0,4,1,4,16,+4,16.3,2024-02-06
T.J. McConnell,IND,,HOU,W,19:16,8,11,.727,0,1,.000,1,1,1.000,1,2,3,4,1,0,1,1,17,+2,16.2,2024-02-06
Keyonte George,UTA,,OKC,W,26:54,6,11,.545,4,6,.667,0,0,,1,1,2,5,1,1,1,0,16,+6,15.9,2024-02-06
Tyrese Haliburton,IND,,HOU,W,29:05,8,15,.533,2,6,.333,0,1,.000,0,2,2,7,1,2,2,1,18,-1,15.8,2024-02-06
Amen Thompson,HOU,@,IND,L,33:53,6,12,.500,0,2,.000,1,4,.250,7,6,13,6,0,3,3,3,13,-7,14.6,2024-02-06
Rudy Gobert,MIN,@,CHI,L,44:24,3,6,.500,0,0,,6,10,.600,7,9,16,1,1,1,1,5,12,-8,14.4,2024-02-06
Jabari Smith,HOU,@,IND,L,39:48,8,15,.533,2,4,.500,2,2,1.000,5,4,9,0,0,0,3,1,20,+8,14.0,2024-02-06
Myles Turner,IND,,HOU,W,28:45,8,16,.500,2,6,.333,3,4,.750,0,3,3,2,1,2,1,6,21,0,13.9,2024-02-06
Kelly Olynyk,UTA,,OKC,W,16:00,4,6,.667,0,0,,2,2,1.000,2,2,4,7,0,0,0,2,10,-2,13.5,2024-02-06
Josh Richardson,MIA,,ORL,W,27:16,5,7,.714,3,3,1.000,0,0,,2,3,5,1,2,0,0,4,13,+16,13.5,2024-02-06
Pat Connaughton,MIL,@,PHO,L,32:15,4,6,.667,3,5,.600,1,2,.500,0,6,6,6,0,0,0,4,12,-15,13.4,2024-02-06
Kris Dunn,UTA,,OKC,W,26:30,3,8,.375,2,5,.400,0,0,,1,2,3,5,4,3,1,1,8,+18,13.1,2024-02-06
Wendell Carter,ORL,@,MIA,L,27:53,6,9,.667,2,4,.500,1,2,.500,1,5,6,3,0,0,0,5,15,-22,13.0,2024-02-06
Gregory Jackson,MEM,@,NYK,L,20:50,5,10,.500,3,6,.500,3,6,.500,0,5,5,1,1,2,1,1,16,+14,13.0,2024-02-06
Cam Thomas,BRK,,DAL,L,37:20,6,16,.375,1,3,.333,3,4,.750,0,8,8,8,1,0,2,2,16,-19,13.0,2024-02-06
Malik Beasley,MIL,@,PHO,L,35:57,7,17,.412,6,14,.429,2,2,1.000,2,2,4,2,0,0,3,1,22,0,12.9,2024-02-06
Tim Hardaway,DAL,@,BRK,W,25:26,4,10,.400,3,7,.429,3,3,1.000,1,6,7,3,0,0,0,1,14,-1,12.8,2024-02-06
Ben Simmons,BRK,,DAL,L,20:16,4,7,.571,0,0,,1,2,.500,4,5,9,7,1,0,2,2,9,+1,12.7,2024-02-06
Buddy Hield,IND,,HOU,W,24:26,5,7,.714,2,4,.500,0,0,,0,3,3,6,0,0,1,2,12,+11,12.4,2024-02-06
Bam Adebayo,MIA,,ORL,W,29:43,7,9,.778,0,0,,0,0,,2,6,8,3,0,1,3,3,14,+32,12.3,2024-02-06
Luke Kennard,MEM,@,NYK,L,24:21,4,8,.500,3,5,.600,1,2,.500,0,3,3,4,1,0,0,1,12,-1,11.9,2024-02-06
Jusuf Nurkić,PHO,,MIL,W,32:16,5,9,.556,0,1,.000,0,1,.000,5,5,10,4,2,0,2,4,10,+10,11.5,2024-02-06
Andrew Nembhard,IND,,HOU,W,31:20,4,5,.800,1,1,1.000,0,0,,1,1,2,5,1,0,1,1,9,-2,11.2,2024-02-06
Santi Aldama,MEM,@,NYK,L,22:31,4,6,.667,3,4,.750,0,0,,0,4,4,5,0,0,2,0,11,-28,11.1,2024-02-06
Trey Jemison,MEM,@,NYK,L,32:09,6,10,.600,0,0,,0,0,,5,1,6,2,0,2,1,5,12,-16,11.0,2024-02-06
Josh Hart,NYK,,MEM,W,37:16,3,7,.429,1,2,.500,3,4,.750,1,9,10,4,0,0,1,1,10,+20,10.7,2024-02-06
Royce O'Neale,BRK,,DAL,L,31:44,6,16,.375,4,11,.364,2,2,1.000,1,5,6,2,0,0,2,1,18,-9,10.4,2024-02-06
Mike Conley,MIN,@,CHI,L,36:23,3,7,.429,3,7,.429,0,0,,0,0,0,8,0,0,0,2,9,-9,10.1,2024-02-06
Ousmane Dieng,OKC,@,UTA,L,10:30,3,3,1.000,2,2,1.000,0,0,,0,2,2,1,1,1,0,0,8,+9,10.1,2024-02-06
Markelle Fultz,ORL,@,MIA,L,27:38,5,10,.500,1,2,.500,2,2,1.000,1,0,1,4,1,1,2,3,13,-9,10.0,2024-02-06
Tyler Herro,MIA,,ORL,W,26:15,6,13,.462,2,5,.400,0,0,,0,3,3,4,0,0,1,0,14,+22,10.0,2024-02-06
Grayson Allen,PHO,,MIL,W,33:37,2,4,.500,2,4,.500,2,2,1.000,0,3,3,3,1,1,0,2,8,+2,9.9,2024-02-06
Jalen Wilson,BRK,,DAL,L,17:45,3,7,.429,2,3,.667,2,2,1.000,1,3,4,2,1,0,0,1,10,+5,9.9,2024-02-06
Spencer Dinwiddie,BRK,,DAL,L,34:36,4,8,.500,0,4,.000,1,1,1.000,0,1,1,5,1,0,0,0,9,+4,9.8,2024-02-06
Aaron Holiday,HOU,@,IND,L,20:11,3,3,1.000,2,2,1.000,0,0,,0,2,2,5,0,0,1,1,8,-10,9.8,2024-02-06
Nic Claxton,BRK,,DAL,L,34:36,3,9,.333,0,0,,3,3,1.000,2,9,11,2,0,5,2,3,9,-15,9.7,2024-02-06
Jaime Jaquez,MIA,,ORL,W,23:24,4,11,.364,1,5,.200,3,3,1.000,2,4,6,2,3,0,2,3,12,+8,9.7,2024-02-06
Vince Williams,MEM,@,NYK,L,34:50,6,17,.353,3,5,.600,4,4,1.000,1,2,3,5,1,0,4,4,19,-6,9.7,2024-02-06
Caleb Martin,MIA,,ORL,W,24:40,5,9,.556,1,3,.333,0,0,,1,2,3,1,1,1,0,2,11,+14,9.6,2024-02-06
Jae Crowder,MIL,@,PHO,L,39:45,4,9,.444,0,4,.000,2,2,1.000,0,6,6,3,2,1,1,4,10,-8,9.3,2024-02-06
David Roddy,MEM,@,NYK,L,22:40,6,11,.545,3,5,.600,0,2,.000,1,2,3,3,0,0,3,0,15,+2,9.3,2024-02-06
Jacob Gilyard,MEM,@,NYK,L,24:12,4,6,.667,4,6,.667,0,0,,0,3,3,4,0,1,4,2,12,-10,9.0,2024-02-06
Aaron Wiggins,OKC,@,UTA,L,17:29,3,5,.600,2,3,.667,1,2,.500,2,2,4,1,0,0,0,0,9,-11,9.0,2024-02-06
Collin Sexton,UTA,,OKC,W,26:13,4,10,.400,1,3,.333,5,5,1.000,0,0,0,4,0,0,2,2,14,+5,8.6,2024-02-06
Joe Ingles,ORL,@,MIA,L,15:05,3,4,.750,3,4,.750,0,0,,0,1,1,1,0,0,0,0,9,+1,8.4,2024-02-06
Cameron Payne,MIL,@,PHO,L,22:38,4,10,.400,1,4,.250,2,4,.500,0,4,4,3,2,0,1,2,11,-3,8.3,2024-02-06
Jalen Smith,IND,,HOU,W,16:37,4,6,.667,1,2,.500,0,0,,1,2,3,2,0,2,1,3,9,+3,8.3,2024-02-06
Bobby Portis,MIL,@,PHO,L,31:11,2,9,.222,1,4,.250,0,0,,3,6,9,2,4,1,1,1,5,+3,8.1,2024-02-06
Josh Green,DAL,@,BRK,W,33:17,5,11,.455,2,5,.400,0,0,,1,1,2,3,0,0,1,1,12,-5,8.0,2024-02-06
Miles McBride,NYK,,MEM,W,31:26,5,14,.357,2,6,.333,0,0,,1,2,3,3,2,0,0,4,12,0,8.0,2024-02-06
John Konchar,MEM,@,NYK,L,26:09,2,4,.500,1,3,.333,0,0,,1,3,4,5,0,0,0,1,5,-14,7.7,2024-02-06
Obi Toppin,IND,,HOU,W,16:04,1,1,1.000,1,1,1.000,0,0,,0,4,4,4,1,0,0,0,3,+2,7.7,2024-02-06
Alex Caruso,CHI,,MIN,W,35:09,1,5,.200,1,3,.333,0,0,,1,8,9,6,2,4,4,1,3,+19,7.6,2024-02-06
Torrey Craig,CHI,,MIN,W,21:49,2,5,.400,1,4,.250,2,2,1.000,2,4,6,1,1,2,2,1,7,-2,7.6,2024-02-06
Walker Kessler,UTA,,OKC,W,20:50,2,2,1.000,0,0,,0,0,,1,8,9,1,0,3,1,3,4,+2,7.1,2024-02-06
Naz Reid,MIN,@,CHI,L,20:12,4,11,.364,2,6,.333,0,0,,0,4,4,2,0,1,0,1,10,+3,6.8,2024-02-06
Duncan Robinson,MIA,,ORL,W,21:37,4,7,.571,1,4,.250,0,0,,0,1,1,1,0,1,0,2,9,+10,6.6,2024-02-06
Jaden Hardy,DAL,@,BRK,W,7:31,2,2,1.000,2,2,1.000,0,0,,1,1,2,1,0,0,1,0,6,+13,6.1,2024-02-06
Gary Harris,ORL,@,MIA,L,19:16,3,6,.500,0,3,.000,1,1,1.000,1,0,1,1,1,0,0,1,7,-17,6.0,2024-02-06
Luguentz Dort,OKC,@,UTA,L,30:18,3,8,.375,2,5,.400,2,3,.667,0,1,1,1,1,1,0,5,10,-12,5.9,2024-02-06
Jaden McDaniels,MIN,@,CHI,L,39:49,6,11,.545,1,3,.333,0,0,,1,0,1,3,1,0,4,4,13,+1,5.9,2024-02-06
Khris Middleton,MIL,@,PHO,L,8:03,2,3,.667,1,1,1.000,1,2,.500,0,3,3,1,1,0,1,1,6,-1,5.5,2024-02-06
Derrick Rose,MEM,@,NYK,L,11:48,2,4,.500,1,1,1.000,2,2,1.000,0,3,3,2,1,0,3,0,7,-1,5.3,2024-02-06
Maxi Kleber,DAL,@,BRK,W,30:22,3,7,.429,1,5,.200,0,0,,0,2,2,3,1,0,1,3,7,+10,4.8,2024-02-06
Derrick Jones,DAL,@,BRK,W,21:40,1,3,.333,0,0,,0,0,,1,6,7,1,1,0,0,0,2,+8,4.5,2024-02-06
Kevin Love,MIA,,ORL,W,15:10,3,9,.333,1,7,.143,0,0,,3,1,4,4,0,0,1,4,7,-8,4.5,2024-02-06
Jae'Sean Tate,HOU,@,IND,L,13:51,1,2,.500,1,1,1.000,0,0,,2,3,5,0,1,0,0,2,3,-5,4.5,2024-02-06
Josh Giddey,OKC,@,UTA,L,26:10,3,8,.375,2,4,.500,0,0,,0,3,3,2,0,1,1,3,8,-5,4.4,2024-02-06
Aaron Nesmith,IND,,HOU,W,33:26,3,6,.500,2,4,.500,2,4,.500,1,0,1,1,1,1,3,5,10,+1,4.3,2024-02-06
Ayo Dosunmu,CHI,,MIN,W,28:59,3,6,.500,0,1,.000,0,1,.000,0,1,1,3,1,2,2,3,6,-9,4.2,2024-02-06
Dennis Smith,BRK,,DAL,L,18:17,3,5,.600,0,1,.000,0,0,,0,2,2,3,0,0,1,3,6,-7,4.2,2024-02-06
Bol Bol,PHO,,MIL,W,17:09,2,3,.667,0,1,.000,0,0,,0,6,6,1,0,1,1,2,4,+8,4.1,2024-02-06
Malachi Flynn,NYK,,MEM,W,11:40,2,4,.500,2,3,.667,0,0,,0,1,1,1,0,0,1,0,6,+15,4.0,2024-02-06
Drew Eubanks,PHO,,MIL,W,15:43,1,3,.333,0,0,,0,0,,1,4,5,0,1,1,0,0,2,-2,3.9,2024-02-06
Robin Lopez,MIL,@,PHO,L,18:28,3,8,.375,0,1,.000,0,0,,1,0,1,0,1,2,0,2,6,-13,3.9,2024-02-06
Simone Fontecchio,UTA,,OKC,W,24:53,1,4,.250,0,2,.000,0,0,,3,3,6,3,1,0,2,0,2,0,3.7,2024-02-06
Franz Wagner,ORL,@,MIA,L,35:14,5,15,.333,1,7,.143,2,2,1.000,1,6,7,3,2,0,7,1,13,-20,3.7,2024-02-06
Jordan Clarkson,UTA,,OKC,W,26:52,5,12,.417,1,6,.167,1,2,.500,0,2,2,2,2,0,5,2,12,-3,3.4,2024-02-06
Isaiah Jackson,IND,,HOU,W,2:17,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,4,+2,3.4,2024-02-06
Tosan Evbuomwan,MEM,@,NYK,L,20:30,2,4,.500,0,2,.000,0,0,,0,1,1,2,0,0,0,1,4,+10,3.3,2024-02-06
Jaylin Williams,OKC,@,UTA,L,13:16,1,6,.167,1,3,.333,0,0,,1,2,3,3,1,1,1,1,3,-4,2.9,2024-02-06
Kyle Anderson,MIN,@,CHI,L,16:03,1,2,.500,0,0,,0,0,,1,1,2,3,0,0,1,1,2,-4,2.7,2024-02-06
Nickeil Alexander-Walker,MIN,@,CHI,L,19:18,1,4,.250,1,3,.333,0,0,,0,1,1,2,1,0,0,2,3,-8,2.5,2024-02-06
Jonathan Isaac,ORL,@,MIA,L,10:12,1,2,.500,1,2,.500,0,0,,0,3,3,1,0,1,2,0,3,-18,2.3,2024-02-06
Cole Anthony,ORL,@,MIA,L,13:37,2,3,.667,0,1,.000,0,0,,0,3,3,0,1,0,2,1,4,-1,2.2,2024-02-06
Jordan Goodwin,PHO,,MIL,W,0:15,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,-3,2.0,2024-02-06
Jordan McLaughlin,MIN,@,CHI,L,6:41,1,3,.333,1,1,1.000,0,0,,0,1,1,1,0,0,0,1,3,-2,1.9,2024-02-06
Grant Williams,DAL,@,BRK,W,21:25,2,5,.400,1,3,.333,0,0,,1,2,3,0,1,1,3,1,5,+12,1.9,2024-02-06
Eric Gordon,PHO,,MIL,W,22:17,1,4,.250,1,3,.333,0,0,,0,4,4,1,0,0,0,2,3,+17,1.7,2024-02-06
Cam Whitmore,HOU,@,IND,L,20:43,4,11,.364,1,3,.333,0,0,,0,1,1,1,0,0,1,3,9,-14,1.7,2024-02-06
Jevon Carter,CHI,,MIN,W,6:56,2,4,.500,1,3,.333,0,0,,0,0,0,0,0,0,1,1,5,-2,1.6,2024-02-06
Noah Clowney,BRK,,DAL,L,4:24,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,+5,1.6,2024-02-06
Cason Wallace,OKC,@,UTA,L,15:37,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,-1,1.6,2024-02-06
Dwight Powell,DAL,@,BRK,W,17:38,1,2,.500,0,0,,0,0,,0,2,2,0,0,1,0,2,2,+2,1.5,2024-02-06
Jalen Suggs,ORL,@,MIA,L,27:49,1,7,.143,1,6,.167,0,0,,0,3,3,4,0,0,0,2,3,-9,1.4,2024-02-06
Taj Gibson,NYK,,MEM,W,13:01,0,1,.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,1,0,2,-2,1.3,2024-02-06
Jeff Green,HOU,@,IND,L,11:29,1,3,.333,0,1,.000,1,1,1.000,0,2,2,3,0,0,2,2,3,-9,1.2,2024-02-06
Moritz Wagner,ORL,@,MIA,L,16:19,1,4,.250,0,1,.000,1,2,.500,3,0,3,0,0,1,1,2,3,-4,1.2,2024-02-06
Chuma Okeke,ORL,@,MIA,L,3:07,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-2,1.0,2024-02-06
Julian Phillips,CHI,,MIN,W,9:11,1,4,.250,0,1,.000,0,0,,1,1,2,0,0,0,0,1,2,-4,0.2,2024-02-06
Goga Bitadze,ORL,@,MIA,L,3:07,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,-2,0.0,2024-02-06
Haywood Highsmith,MIA,,ORL,W,3:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,0.0,2024-02-06
Josh Okogie,PHO,,MIL,W,3:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-11,0.0,2024-02-06
Yuta Watanabe,PHO,,MIL,W,0:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,0.0,2024-02-06
Lindy Waters,OKC,@,UTA,L,0:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,0.0,2024-02-06
Orlando Robinson,MIA,,ORL,W,3:07,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,+2,-0.4,2024-02-06
Caleb Houstan,ORL,@,MIA,L,3:07,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,-0.7,2024-02-06
Ben Sheppard,IND,,HOU,W,3:55,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-4,-0.7,2024-02-06
Trendon Watford,BRK,,DAL,L,2:32,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7,-0.7,2024-02-06
Luka Šamanić,UTA,,OKC,W,6:09,0,3,.000,0,2,.000,3,4,.750,1,1,2,0,0,0,2,1,3,-4,-0.9,2024-02-06
Anthony Black,ORL,@,MIA,L,3:07,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-2,-1.4,2024-02-06
Kenrich Williams,OKC,@,UTA,L,13:23,0,4,.000,0,2,.000,0,0,,1,0,1,2,1,0,1,2,0,+1,-1.5,2024-02-06
Vasilije Micić,OKC,@,UTA,L,10:37,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,3,0,0,-2,-2.7,2024-02-06
A.J. Green,MIL,@,PHO,L,13:06,0,4,.000,0,4,.000,0,0,,0,1,1,0,0,0,0,1,0,-4,-2.9,2024-02-06
Miles Bridges,CHO,,TOR,L,37:30,17,27,.630,6,11,.545,5,7,.714,5,3,8,7,0,0,1,4,45,-6,38.8,2024-02-07
Domantas Sabonis,SAC,,DET,L,40:55,11,17,.647,1,3,.333,7,10,.700,2,10,12,7,1,0,0,3,30,-17,30.4,2024-02-07
Donovan Mitchell,CLE,@,WAS,W,37:34,14,25,.560,5,10,.500,7,7,1.000,0,8,8,5,1,0,5,1,40,0,29.6,2024-02-07
Jaden Ivey,DET,@,SAC,W,37:57,13,23,.565,5,7,.714,6,6,1.000,2,4,6,7,0,0,5,3,37,+10,27.4,2024-02-07
Jimmy Butler,MIA,,SAS,W,33:50,5,12,.417,1,3,.333,6,6,1.000,1,10,11,11,3,1,0,0,17,+16,25.7,2024-02-07
Tyler Herro,MIA,,SAS,W,29:08,10,15,.667,4,7,.571,0,0,,1,5,6,7,0,0,1,1,24,+16,23.2,2024-02-07
Kristaps Porziņģis,BOS,,ATL,W,31:24,13,19,.684,2,4,.500,3,4,.750,0,3,3,1,0,2,2,2,31,+2,22.7,2024-02-07
Saddiq Bey,ATL,@,BOS,L,35:36,9,16,.563,4,7,.571,3,4,.750,2,7,9,1,1,0,0,1,25,-1,21.8,2024-02-07
Alec Burks,DET,@,SAC,W,28:26,7,12,.583,5,7,.714,6,6,1.000,0,7,7,2,0,0,0,3,25,+12,21.7,2024-02-07
Evan Mobley,CLE,@,WAS,W,25:07,9,10,.900,2,2,1.000,2,2,1.000,2,6,8,1,1,1,2,2,22,+7,21.4,2024-02-07
Andrew Wiggins,GSW,@,PHI,W,23:13,9,14,.643,2,3,.667,1,2,.500,4,6,10,1,1,1,0,1,21,+17,21.0,2024-02-07
Onyeka Okongwu,ATL,@,BOS,L,35:54,7,11,.636,1,3,.333,4,4,1.000,6,4,10,3,0,2,1,3,19,+4,20.8,2024-02-07
Jalen Duren,DET,@,SAC,W,37:13,7,10,.700,0,0,,6,6,1.000,2,13,15,6,0,0,3,4,20,+11,20.7,2024-02-07
Malik Monk,SAC,,DET,L,34:16,10,21,.476,2,8,.250,1,1,1.000,0,5,5,10,0,2,1,2,23,-8,20.4,2024-02-07
Derrick White,BOS,,ATL,W,35:23,8,14,.571,5,10,.500,0,0,,1,5,6,7,1,1,2,2,21,0,20.4,2024-02-07
Jalen Johnson,ATL,@,BOS,L,36:06,8,16,.500,2,5,.400,1,1,1.000,2,13,15,4,3,0,2,0,19,+1,20.1,2024-02-07
Al Horford,BOS,,ATL,W,36:11,5,12,.417,4,9,.444,0,0,,2,6,8,8,2,4,1,1,14,+12,19.8,2024-02-07
RJ Barrett,TOR,@,CHO,W,33:22,9,15,.600,4,6,.667,1,1,1.000,0,6,6,5,0,1,1,4,23,0,19.5,2024-02-07
Cody Martin,CHO,,TOR,L,28:00,7,13,.538,3,5,.600,2,3,.667,0,5,5,8,2,0,1,3,19,-1,19.2,2024-02-07
Zion Williamson,NOP,@,LAC,W,35:02,7,16,.438,0,0,,7,10,.700,1,2,3,10,1,2,2,3,21,-6,18.9,2024-02-07
CJ McCollum,NOP,@,LAC,W,36:29,10,17,.588,5,11,.455,0,0,,0,7,7,4,1,0,3,3,25,+4,18.8,2024-02-07
Corey Kispert,WAS,,CLE,L,33:23,9,15,.600,4,9,.444,1,1,1.000,1,6,7,2,0,0,1,2,23,+2,18.2,2024-02-07
Kyle Kuzma,WAS,,CLE,L,32:08,11,24,.458,5,13,.385,1,1,1.000,0,4,4,2,2,1,3,2,28,+1,17.1,2024-02-07
James Harden,LAC,,NOP,L,38:23,6,11,.545,5,6,.833,2,3,.667,1,7,8,5,1,1,4,2,19,-1,16.5,2024-02-07
Tyus Jones,WAS,,CLE,L,28:43,6,10,.600,3,4,.750,0,0,,0,3,3,8,1,0,1,1,15,-5,16.5,2024-02-07
Daniel Gafford,WAS,,CLE,L,35:08,7,12,.583,0,0,,0,0,,4,9,13,0,1,4,1,2,14,+11,15.9,2024-02-07
Jonathan Kuminga,GSW,@,PHI,W,29:11,7,14,.500,0,3,.000,4,6,.667,1,5,6,5,1,0,1,0,18,+22,15.9,2024-02-07
Victor Wembanyama,SAS,@,MIA,L,27:48,7,13,.538,3,5,.600,1,3,.333,0,13,13,3,1,1,3,1,18,-12,15.2,2024-02-07
Tre Jones,SAS,@,MIA,L,31:11,7,11,.636,2,4,.500,3,5,.600,0,2,2,6,0,0,3,0,19,-15,15.1,2024-02-07
Bam Adebayo,MIA,,SAS,W,28:47,10,14,.714,0,0,,0,2,.000,0,5,5,2,1,0,1,4,20,+17,14.7,2024-02-07
Trey Lyles,SAC,,DET,L,22:54,6,13,.462,5,10,.500,2,2,1.000,1,1,2,1,0,1,0,0,19,+5,14.7,2024-02-07
Jakob Poeltl,TOR,@,CHO,W,33:26,5,7,.714,0,0,,2,2,1.000,4,8,12,2,0,1,1,2,12,+6,14.6,2024-02-07
Brandon Ingram,NOP,@,LAC,W,35:31,7,14,.500,0,4,.000,1,2,.500,1,7,8,6,1,1,2,0,15,+14,14.3,2024-02-07
Marcus Sasser,DET,@,SAC,W,32:29,7,14,.500,2,6,.333,2,2,1.000,0,3,3,4,0,0,0,1,18,+16,14.3,2024-02-07
Klay Thompson,GSW,@,PHI,W,28:16,6,12,.500,4,5,.800,2,2,1.000,1,2,3,1,0,1,0,1,18,+24,14.3,2024-02-07
Immanuel Quickley,TOR,@,CHO,W,30:49,6,13,.462,3,6,.500,3,4,.750,0,3,3,4,0,0,0,1,18,-4,14.2,2024-02-07
Bruce Brown,TOR,@,CHO,W,21:33,4,5,.800,0,0,,4,4,1.000,0,3,3,4,1,0,0,3,12,+8,13.6,2024-02-07
Ivica Zubac,LAC,,NOP,L,21:09,5,5,1.000,0,0,,2,3,.667,1,7,8,1,0,0,0,0,12,+6,13.6,2024-02-07
Jaylen Brown,BOS,,ATL,W,33:52,7,11,.636,0,2,.000,1,1,1.000,0,6,6,6,1,0,2,4,15,-3,13.5,2024-02-07
Kawhi Leonard,LAC,,NOP,L,33:12,4,10,.400,1,3,.333,6,8,.750,1,5,6,4,2,1,3,0,15,-11,13.5,2024-02-07
Ricky Council,PHI,,GSW,L,10:02,4,7,.571,1,3,.333,8,8,1.000,0,0,0,0,0,0,0,1,17,+4,13.3,2024-02-07
KJ Martin,PHI,,GSW,L,28:32,6,10,.600,2,3,.667,1,1,1.000,1,4,5,2,1,0,1,1,15,-9,13.3,2024-02-07
Dyson Daniels,NOP,@,LAC,W,21:49,5,7,.714,0,2,.000,0,0,,1,3,4,1,4,2,1,2,10,+6,13.0,2024-02-07
Kevin Huerter,SAC,,DET,L,33:46,6,11,.545,4,9,.444,0,0,,1,0,1,1,1,1,0,2,16,-10,13.0,2024-02-07
Jayson Tatum,BOS,,ATL,W,35:36,8,21,.381,2,13,.154,2,2,1.000,0,9,9,7,1,0,3,3,20,+3,12.9,2024-02-07
Scottie Barnes,TOR,@,CHO,W,35:42,6,14,.429,1,5,.200,5,6,.833,0,4,4,5,0,1,2,2,18,+4,12.8,2024-02-07
Dennis Schröder,TOR,@,CHO,W,26:47,4,9,.444,3,6,.500,5,7,.714,0,4,4,5,0,0,2,2,16,+9,12.4,2024-02-07
Ausar Thompson,DET,@,SAC,W,27:24,5,6,.833,0,0,,2,2,1.000,1,5,6,2,2,1,2,5,12,+12,12.1,2024-02-07
Paul Reed,PHI,,GSW,L,31:07,3,6,.500,0,1,.000,0,0,,4,4,8,4,2,2,0,3,6,-8,12.0,2024-02-07
Brandon Miller,CHO,,TOR,L,41:23,9,17,.529,2,8,.250,0,0,,0,4,4,1,2,1,4,1,20,-12,11.9,2024-02-07
Norman Powell,LAC,,NOP,L,25:47,7,14,.500,2,7,.286,2,2,1.000,0,1,1,0,1,0,1,0,18,-12,11.3,2024-02-07
Devin Vassell,SAS,@,MIA,L,32:18,8,18,.444,1,6,.167,2,2,1.000,0,3,3,3,1,0,2,1,19,-11,11.2,2024-02-07
