Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Malachi Flynn,TOR,,POR,L,14:51,3,5,.600,0,2,.000,0,0,,0,1,1,0,1,0,1,1,6,-9,3.6,2023-10-30
John Konchar,MEM,,DAL,L,19:12,1,2,.500,1,2,.500,0,0,,1,3,4,1,0,0,0,2,3,-3,3.5,2023-10-30
Anthony Gill,WAS,,BOS,L,9:44,1,3,.333,0,0,,3,4,.750,0,2,2,1,0,0,0,2,5,+9,3.4,2023-10-30
AJ Griffin,ATL,,MIN,W,6:12,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,-8,3.4,2023-10-30
Corey Kispert,WAS,,BOS,L,23:35,3,6,.500,3,6,.500,0,2,.000,0,2,2,0,0,0,2,1,9,-13,3.4,2023-10-30
Josh Richardson,MIA,@,MIL,L,23:02,3,7,.429,0,2,.000,0,0,,0,3,3,2,0,0,0,3,6,+4,3.4,2023-10-30
Herbert Jones,NOP,,GSW,L,22:21,1,5,.200,0,4,.000,2,2,1.000,0,2,2,1,2,1,0,4,4,-22,3.3,2023-10-30
Nikola Jović,MIA,@,MIL,L,7:23,1,2,.500,1,1,1.000,2,2,1.000,0,4,4,0,0,0,2,0,5,+9,3.2,2023-10-30
Gradey Dick,TOR,,POR,L,20:50,2,7,.286,0,3,.000,0,0,,1,5,6,0,2,0,0,3,4,-9,2.9,2023-10-30
Dante Exum,DAL,@,MEM,W,6:15,1,3,.333,0,0,,0,0,,0,4,4,2,0,0,0,0,2,+7,2.9,2023-10-30
Jonathan Isaac,ORL,@,LAL,L,11:09,1,3,.333,1,3,.333,0,0,,0,3,3,0,1,0,0,1,3,-1,2.8,2023-10-30
Lester Quiñones,GSW,@,NOP,W,4:39,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,1,0,5,0,2.7,2023-10-30
Julian Strawther,DEN,,UTA,W,6:13,2,4,.500,0,2,.000,0,0,,0,2,2,0,0,0,0,0,4,+1,2.6,2023-10-30
Brandin Podziemski,GSW,@,NOP,W,22:48,2,5,.400,0,1,.000,1,2,.500,1,7,8,2,0,0,2,4,5,+15,2.5,2023-10-30
Xavier Tillman,MEM,,DAL,L,28:52,3,14,.214,0,5,.000,0,3,.000,2,5,7,1,2,1,0,0,6,+4,2.5,2023-10-30
Jabari Walker,POR,@,TOR,W,15:59,2,3,.667,0,0,,0,0,,0,3,3,0,0,1,1,2,4,+1,2.5,2023-10-30
Mike Conley,MIN,@,ATL,L,28:02,2,9,.222,2,6,.333,0,0,,1,1,2,3,0,0,0,3,6,-12,2.4,2023-10-30
Dennis Smith,BRK,@,CHO,W,14:02,1,4,.250,0,1,.000,1,2,.500,1,3,4,2,1,0,1,2,3,+7,2.4,2023-10-30
Lamar Stevens,BOS,@,WAS,W,5:31,2,2,1.000,1,1,1.000,0,0,,2,0,2,0,0,0,3,1,5,-4,2.4,2023-10-30
Keyonte George,UTA,@,DEN,L,19:58,1,6,.167,1,4,.250,0,0,,1,0,1,2,1,0,0,0,3,-12,2.3,2023-10-30
Paolo Banchero,ORL,@,LAL,L,30:28,4,14,.286,1,5,.200,0,2,.000,1,4,5,5,0,0,2,3,9,-12,2.2,2023-10-30
Spencer Dinwiddie,BRK,@,CHO,W,12:54,2,6,.333,1,3,.333,0,0,,0,1,1,3,0,0,1,2,5,+14,2.2,2023-10-30
Toumani Camara,POR,@,TOR,W,23:21,1,4,.250,0,2,.000,1,2,.500,2,5,7,0,0,1,1,2,3,+12,2.0,2023-10-30
Luka Garza,MIN,@,ATL,L,1:11,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+4,2.0,2023-10-30
Jaden Hardy,DAL,@,MEM,W,9:43,2,6,.333,2,4,.500,0,0,,0,0,0,1,0,0,1,1,6,-7,1.9,2023-10-30
Dereck Lively,DAL,@,MEM,W,13:38,1,2,.500,0,0,,0,0,,1,5,6,0,0,1,0,5,2,-2,1.9,2023-10-30
Seth Curry,DAL,@,MEM,W,14:40,1,5,.200,1,3,.333,0,0,,0,2,2,2,1,1,1,2,3,+14,1.8,2023-10-30
Taurean Prince,LAL,,ORL,W,26:28,1,4,.250,0,2,.000,2,2,1.000,0,0,0,1,0,1,0,3,4,-5,1.8,2023-10-30
Josh Minott,MIN,@,ATL,L,1:11,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+4,1.7,2023-10-30
Andrew Wiggins,GSW,@,NOP,W,20:27,4,8,.500,1,2,.500,0,2,.000,1,2,3,0,0,0,3,2,9,+10,1.7,2023-10-30
Danilo Gallinari,WAS,,BOS,L,16:11,1,5,.200,0,2,.000,1,2,.500,0,2,2,2,1,0,1,0,3,-14,1.5,2023-10-30
Cam Reddish,LAL,,ORL,W,14:00,0,1,.000,0,1,.000,0,0,,0,2,2,2,1,0,1,0,0,-3,1.3,2023-10-30
Delon Wright,WAS,,BOS,L,11:30,0,2,.000,0,0,,1,2,.500,0,2,2,2,0,0,0,0,1,-6,1.2,2023-10-30
Dalano Banton,BOS,@,WAS,W,9:41,1,3,.333,0,1,.000,0,0,,2,0,2,1,0,0,1,1,2,-17,1.0,2023-10-30
Stanley Umude,DET,@,OKC,L,1:49,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+8,1.0,2023-10-30
Johnny Davis,WAS,,BOS,L,15:46,2,4,.500,0,0,,1,2,.500,1,1,2,0,0,0,2,2,5,+8,0.8,2023-10-30
Moritz Wagner,ORL,@,LAL,L,11:29,2,5,.400,0,1,.000,1,2,.500,1,0,1,0,0,0,1,2,5,-10,0.8,2023-10-30
Reggie Jackson,DEN,,UTA,W,18:46,2,6,.333,0,3,.000,0,1,.000,1,3,4,1,0,0,1,2,4,+9,0.7,2023-10-30
Jordan McLaughlin,MIN,@,ATL,L,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,+4,0.7,2023-10-30
Nickeil Alexander-Walker,MIN,@,ATL,L,13:21,1,3,.333,1,3,.333,0,2,.000,0,0,0,2,0,0,1,1,3,-9,0.5,2023-10-30
Malik Beasley,MIL,,MIA,W,31:54,2,8,.250,1,6,.167,0,2,.000,0,3,3,2,2,0,2,3,5,-10,0.5,2023-10-30
Ayo Dosunmu,CHI,@,IND,W,10:06,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,1,0,2,0,-2,0.5,2023-10-30
Kevin Love,MIA,@,MIL,L,17:55,1,6,.167,1,5,.200,0,0,,0,5,5,3,0,0,2,1,3,-10,0.4,2023-10-30
Andrew Nembhard,IND,,CHI,L,21:16,3,7,.429,0,4,.000,0,0,,0,1,1,2,2,0,4,4,6,-2,0.4,2023-10-30
Jared Rhoden,DET,@,OKC,L,1:49,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+8,0.3,2023-10-30
Patrick Baldwin,WAS,,BOS,L,5:31,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+4,0.0,2023-10-30
Goga Bitadze,ORL,@,LAL,L,1:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+5,0.0,2023-10-30
Bruno Fernando,ATL,,MIN,W,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,0.0,2023-10-30
Mouhamed Gueye,ATL,,MIN,W,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,0.0,2023-10-30
Gregory Jackson,MEM,,DAL,L,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-30
Kenneth Lofton,MEM,,DAL,L,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-30
Tre Mann,OKC,,DET,W,1:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-8,0.0,2023-10-30
Daishen Nix,MIN,@,ATL,L,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+4,0.0,2023-10-30
Vince Williams,MEM,,DAL,L,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-30
Jaxson Hayes,LAL,,ORL,W,9:48,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,2,0,+5,-0.2,2023-10-30
Luke Kornet,BOS,@,WAS,W,10:42,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-11,-0.4,2023-10-30
Jalen McDaniels,TOR,,POR,L,5:22,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-4,-0.4,2023-10-30
Jerome Robinson,GSW,@,NOP,W,4:39,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0,-0.4,2023-10-30
Gary Trent,TOR,,POR,L,18:53,1,7,.143,0,1,.000,1,3,.333,0,1,1,2,1,0,0,2,3,-10,-0.4,2023-10-30
Kris Dunn,UTA,@,DEN,L,6:26,0,2,.000,0,1,.000,0,0,,0,2,2,1,0,0,0,1,0,0,-0.5,2023-10-30
Cory Joseph,GSW,@,NOP,W,4:39,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,2,0,0,-0.5,2023-10-30
Kobe Bufkin,ATL,,MIN,W,1:11,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,-0.7,2023-10-30
Jacob Gilyard,MEM,,DAL,L,0:38,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,-0.7,2023-10-30
Oshae Brissett,BOS,@,WAS,W,10:16,0,4,.000,0,2,.000,0,0,,1,1,2,1,1,0,0,2,0,-10,-0.9,2023-10-30
Ochai Agbaji,UTA,@,DEN,L,14:38,0,5,.000,0,2,.000,0,0,,1,1,2,2,0,0,0,0,0,-1,-1.1,2023-10-30
Cody Zeller,NOP,,GSW,L,4:39,0,2,.000,0,0,,0,2,.000,1,1,2,0,0,0,0,0,0,0,-1.2,2023-10-30
Jared Butler,WAS,,BOS,L,5:31,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,1,0,0,+4,-1.7,2023-10-30
Joe Harris,DET,@,OKC,L,10:22,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,1,2,0,-5,-1.8,2023-10-30
Jordan Clarkson,UTA,@,DEN,L,33:33,2,10,.200,0,4,.000,0,3,.000,2,1,3,6,1,0,5,1,4,-7,-1.9,2023-10-30
Jake LaRavia,MEM,,DAL,L,6:16,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,3,0,-9,-1.9,2023-10-30
Derrick Rose,MEM,,DAL,L,14:16,0,4,.000,0,1,.000,1,2,.500,0,1,1,0,0,0,0,1,1,-18,-2.3,2023-10-30
Kaiser Gates,NOP,,GSW,L,7:26,0,4,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-2,-2.5,2023-10-30
A.J. Green,MIL,,MIA,W,15:21,0,4,.000,0,3,.000,0,0,,0,0,0,2,0,0,0,3,0,+8,-2.6,2023-10-30
Payton Pritchard,BOS,@,WAS,W,25:03,0,8,.000,0,6,.000,0,0,,1,6,7,6,1,0,4,3,0,-2,-3.1,2023-10-30
Aleksej Pokusevski,OKC,,DET,W,1:49,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,2,0,-8,-3.2,2023-10-30
Paul George,LAC,,ORL,W,32:45,8,17,.471,6,9,.667,5,6,.833,1,6,7,7,2,0,3,2,27,+15,23.5,2023-10-31
Keldon Johnson,SAS,@,PHO,W,32:40,10,20,.500,4,9,.444,3,4,.750,1,2,3,4,2,0,0,1,27,+1,22.3,2023-10-31
Donovan Mitchell,CLE,,NYK,L,28:47,11,20,.550,0,3,.000,4,4,1.000,2,1,3,3,3,0,2,2,26,-11,20.4,2023-10-31
Kevin Durant,PHO,,SAS,L,37:19,12,19,.632,1,3,.333,1,2,.500,0,2,2,7,2,0,5,0,26,+3,19.6,2023-10-31
Russell Westbrook,LAC,,ORL,W,32:53,8,16,.500,0,4,.000,2,2,1.000,0,6,6,7,5,1,3,4,18,+16,17.8,2023-10-31
Grayson Allen,PHO,,SAS,L,37:04,5,9,.556,5,7,.714,4,4,1.000,1,6,7,3,0,1,2,2,19,-12,17.2,2023-10-31
Julius Randle,NYK,@,CLE,W,31:23,5,14,.357,2,5,.400,7,10,.700,3,7,10,2,1,0,1,1,19,+18,15.2,2023-10-31
Devin Vassell,SAS,@,PHO,W,35:52,7,17,.412,3,8,.375,1,2,.500,1,5,6,5,3,0,3,0,18,-1,14.2,2023-10-31
Eric Gordon,PHO,,SAS,L,36:09,8,14,.571,4,9,.444,0,0,,0,2,2,6,0,0,4,1,20,+8,13.8,2023-10-31
Jusuf Nurkić,PHO,,SAS,L,30:02,4,10,.400,2,5,.400,2,2,1.000,0,12,12,4,1,2,0,4,12,-8,13.8,2023-10-31
Zach Collins,SAS,@,PHO,W,27:27,6,11,.545,1,3,.333,1,1,1.000,1,4,5,4,1,3,2,3,14,+8,13.3,2023-10-31
Isaiah Hartenstein,NYK,@,CLE,W,22:51,5,10,.500,0,2,.000,3,3,1.000,4,3,7,1,2,1,1,3,13,+12,12.9,2023-10-31
Tre Jones,SAS,@,PHO,W,23:45,3,4,.750,0,1,.000,4,4,1.000,0,2,2,3,1,1,0,0,10,+13,12.8,2023-10-31
Victor Wembanyama,SAS,@,PHO,W,28:13,6,12,.500,2,6,.333,4,5,.800,3,5,8,1,0,4,5,3,18,-3,12.5,2023-10-31
Immanuel Quickley,NYK,@,CLE,W,23:56,6,11,.545,3,6,.500,3,3,1.000,0,3,3,2,0,0,3,0,18,+9,12.0,2023-10-31
Norman Powell,LAC,,ORL,W,28:56,5,8,.625,2,5,.400,5,7,.714,0,3,3,3,0,0,3,4,17,-2,11.0,2023-10-31
Moritz Wagner,ORL,@,LAC,L,14:22,4,7,.571,0,2,.000,5,6,.833,0,1,1,1,1,1,1,2,13,+1,10.2,2023-10-31
Paolo Banchero,ORL,@,LAC,L,32:03,5,13,.385,1,3,.333,4,8,.500,0,4,4,4,4,0,3,3,15,-15,10.1,2023-10-31
Mitchell Robinson,NYK,@,CLE,W,22:19,4,4,1.000,0,0,,0,0,,3,4,7,0,1,0,1,0,8,+6,10.1,2023-10-31
Jalen Brunson,NYK,@,CLE,W,33:40,7,16,.438,1,3,.333,4,5,.800,0,5,5,2,2,0,5,1,19,+21,9.7,2023-10-31
Bones Hyland,LAC,,ORL,W,32:18,6,14,.429,4,7,.571,1,2,.500,0,0,0,3,1,0,1,4,17,+8,9.7,2023-10-31
Evan Mobley,CLE,,NYK,L,29:03,3,9,.333,0,0,,0,0,,4,8,12,5,0,2,2,0,6,-19,9.0,2023-10-31
Gary Harris,ORL,@,LAC,L,17:45,3,5,.600,2,4,.500,1,3,.333,0,2,2,2,1,0,0,1,9,0,8.5,2023-10-31
Franz Wagner,ORL,@,LAC,L,32:21,6,13,.462,2,7,.286,0,0,,1,7,8,3,0,1,3,4,14,+5,8.3,2023-10-31
Yuta Watanabe,PHO,,SAS,L,19:25,4,8,.500,3,7,.429,0,0,,1,2,3,2,1,0,2,1,11,-6,8.3,2023-10-31
Ivica Zubac,LAC,,ORL,W,22:41,4,8,.500,0,0,,1,2,.500,2,7,9,1,0,1,1,1,9,+19,8.1,2023-10-31
RJ Barrett,NYK,@,CLE,W,24:50,5,13,.385,3,5,.600,3,4,.750,1,2,3,0,0,0,1,2,16,+14,8.0,2023-10-31
Mason Plumlee,LAC,,ORL,W,22:20,5,7,.714,0,0,,0,2,.000,2,5,7,2,0,1,2,4,10,-5,7.7,2023-10-31
Cedi Osman,SAS,@,PHO,W,18:59,4,7,.571,1,2,.500,0,1,.000,0,2,2,1,1,0,0,0,9,+6,7.6,2023-10-31
Kawhi Leonard,LAC,,ORL,W,32:59,3,11,.273,0,3,.000,2,2,1.000,2,6,8,3,2,0,1,1,8,+18,7.4,2023-10-31
Jalen Suggs,ORL,@,LAC,L,31:36,5,10,.500,1,5,.200,0,0,,2,4,6,3,1,1,3,5,11,-12,7.4,2023-10-31
Jeremy Sochan,SAS,@,PHO,W,30:15,3,8,.375,0,1,.000,2,3,.667,1,6,7,5,0,0,0,5,8,-7,7.2,2023-10-31
Drew Eubanks,PHO,,SAS,L,17:09,1,3,.333,0,0,,1,2,.500,1,8,9,4,1,2,2,1,3,+13,6.8,2023-10-31
Markelle Fultz,ORL,@,LAC,L,32:12,6,11,.545,0,0,,0,1,.000,1,4,5,1,1,0,2,3,12,-16,6.7,2023-10-31
Kobe Brown,LAC,,ORL,W,19:02,3,4,.750,1,2,.500,0,0,,1,2,3,1,0,1,0,4,7,+11,6.5,2023-10-31
Emoni Bates,CLE,,NYK,L,22:58,3,8,.375,2,5,.400,1,2,.500,1,5,6,1,0,1,1,1,9,-9,6.4,2023-10-31
Doug McDermott,SAS,@,PHO,W,15:19,2,3,.667,2,2,1.000,0,0,,0,1,1,1,1,0,0,1,6,0,6.3,2023-10-31
Josh Okogie,PHO,,SAS,L,30:04,3,10,.300,1,4,.250,4,5,.800,1,1,2,2,0,2,2,1,11,-3,6.2,2023-10-31
Isaac Okoro,CLE,,NYK,L,24:39,4,11,.364,2,5,.400,1,2,.500,3,4,7,0,0,0,1,2,11,-9,6.0,2023-10-31
Sam Merrill,CLE,,NYK,L,13:57,2,4,.500,2,4,.500,0,0,,0,1,1,2,1,0,1,0,6,-2,5.7,2023-10-31
Cole Anthony,ORL,@,LAC,L,17:31,3,6,.500,0,2,.000,4,6,.667,0,2,2,1,0,0,1,3,10,-18,5.3,2023-10-31
Craig Porter,CLE,,NYK,L,22:11,5,12,.417,0,1,.000,0,0,,1,3,4,2,2,1,3,3,10,-9,5.1,2023-10-31
Nassir Little,PHO,,SAS,L,17:55,2,3,.667,2,2,1.000,0,0,,0,2,2,1,2,0,1,5,6,+2,5.0,2023-10-31
Donte DiVincenzo,NYK,@,CLE,W,15:00,1,3,.333,1,3,.333,0,0,,0,2,2,6,1,0,1,3,3,+9,4.9,2023-10-31
Quentin Grimes,NYK,@,CLE,W,21:53,2,4,.500,1,3,.333,0,0,,0,1,1,1,2,0,0,3,5,+8,4.8,2023-10-31
Wendell Carter,ORL,@,LAC,L,29:42,2,8,.250,0,2,.000,3,6,.500,1,7,8,3,1,0,2,2,7,-16,4.1,2023-10-31
Josh Hart,NYK,@,CLE,W,27:59,2,6,.333,1,3,.333,0,0,,0,7,7,3,0,0,1,2,5,+2,4.0,2023-10-31
Tristan Thompson,CLE,,NYK,L,18:48,1,1,1.000,0,0,,2,2,1.000,1,1,2,1,0,2,2,2,4,-1,4.0,2023-10-31
Goga Bitadze,ORL,@,LAC,L,3:56,0,0,,0,0,,1,2,.500,1,0,1,3,0,0,0,0,1,-1,3.4,2023-10-31
Caleb Houstan,ORL,@,LAC,L,3:56,2,5,.400,1,4,.250,1,1,1.000,0,0,0,0,0,0,0,0,6,-1,3.3,2023-10-31
Jordan Goodwin,PHO,,SAS,L,14:53,3,7,.429,0,2,.000,0,0,,2,2,4,0,1,0,1,3,6,-2,3.1,2023-10-31
Georges Niang,CLE,,NYK,L,24:14,4,12,.333,3,9,.333,0,0,,0,3,3,1,0,0,2,3,11,-12,2.6,2023-10-31
Jordan Miller,LAC,,ORL,W,2:55,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,+2,2.3,2023-10-31
Max Strus,CLE,,NYK,L,33:03,2,9,.222,1,7,.143,1,2,.500,0,3,3,3,0,0,0,2,6,-12,2.3,2023-10-31
Moussa Diabaté,LAC,,ORL,W,2:55,1,2,.500,0,0,,0,0,,1,0,1,2,0,0,1,0,2,+2,2.1,2023-10-31
Jett Howard,ORL,@,LAC,L,3:56,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-1,2.0,2023-10-31
Damian Jones,CLE,,NYK,L,5:17,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+2,2.0,2023-10-31
Miles McBride,NYK,@,CLE,W,4:09,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,-5,1.6,2023-10-31
Chuma Okeke,ORL,@,LAC,L,3:56,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,0,2,-1,1.4,2023-10-31
Charles Bassey,SAS,@,PHO,W,15:28,1,2,.500,0,0,,0,0,,1,2,3,1,0,1,1,4,2,-13,1.1,2023-10-31
Jericho Sims,NYK,@,CLE,W,2:50,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,0,0.7,2023-10-31
Ryan Arcidiacono,NYK,@,CLE,W,2:11,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1,0.3,2023-10-31
Anthony Black,ORL,@,LAC,L,3:56,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-1,0.3,2023-10-31
Joe Ingles,ORL,@,LAC,L,12:48,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,-4,0.3,2023-10-31
Isaiah Mobley,CLE,,NYK,L,0:53,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-3,-0.1,2023-10-31
Dylan Windler,NYK,@,CLE,W,2:50,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,0,-0.4,2023-10-31
Julian Champagnie,SAS,@,PHO,W,3:03,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1,-0.7,2023-10-31
DaQuan Jeffries,NYK,@,CLE,W,4:09,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-5,-1.1,2023-10-31
Malaki Branham,SAS,@,PHO,W,8:59,1,7,.143,1,4,.250,0,0,,0,0,0,0,1,0,1,0,3,+2,-1.5,2023-10-31
Amir Coffey,LAC,,ORL,W,10:16,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-4,-2.1,2023-10-31
Dean Wade,CLE,,NYK,L,16:10,0,5,.000,0,4,.000,0,0,,2,1,3,1,0,0,1,3,0,-5,-3.3,2023-10-31
