Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Draymond Green,GSW,@,LAL,W,32:10,5,7,.714,5,7,.714,0,2,.000,0,6,6,10,0,1,4,2,15,+11,16.0,2024-04-09
Rui Hachimura,LAL,,GSW,L,30:52,7,21,.333,2,7,.286,4,4,1.000,2,9,11,2,1,2,0,0,20,-6,16.0,2024-04-09
Sandro Mamukelashvili,SAS,@,MEM,W,26:26,4,6,.667,1,3,.333,2,2,1.000,4,12,16,4,0,1,2,1,11,+11,15.9,2024-04-09
Jordan Poole,WAS,@,MIN,L,32:46,9,22,.409,5,13,.385,1,1,1.000,1,2,3,6,1,0,2,2,24,-8,15.9,2024-04-09
Isaiah Hartenstein,NYK,@,CHI,W,28:21,5,5,1.000,0,0,,1,2,.500,2,2,4,6,1,3,2,2,11,+9,15.6,2024-04-09
Ivica Zubac,LAC,@,PHO,W,27:56,8,13,.615,0,0,,1,1,1.000,2,11,13,2,0,2,3,0,17,+17,15.6,2024-04-09
Luguentz Dort,OKC,,SAC,W,30:26,6,11,.545,3,6,.500,3,4,.750,0,2,2,2,2,0,0,2,18,+6,15.5,2024-04-09
Jaden Ivey,DET,@,PHI,L,31:46,8,17,.471,6,9,.667,3,6,.500,3,2,5,4,0,1,5,2,25,-10,15.5,2024-04-09
Coby White,CHI,,NYK,L,42:13,11,22,.500,2,8,.250,0,2,.000,0,3,3,6,1,0,2,3,24,-10,15.1,2024-04-09
Paul George,LAC,@,PHO,W,39:02,7,15,.467,3,5,.600,6,6,1.000,0,7,7,5,1,1,6,4,23,+12,15.0,2024-04-09
Jalen Johnson,ATL,,MIA,L,23:43,6,7,.857,1,1,1.000,0,0,,2,6,8,3,1,0,1,2,13,-14,15.0,2024-04-09
Pascal Siakam,IND,@,TOR,W,26:37,6,10,.600,0,0,,4,4,1.000,5,4,9,3,0,2,3,4,16,+13,15.0,2024-04-09
Terance Mann,LAC,@,PHO,W,37:38,8,10,.800,1,1,1.000,0,0,,4,6,10,1,0,0,2,4,17,+7,14.9,2024-04-09
Christian Braun,DEN,@,UTA,W,28:17,4,6,.667,3,4,.750,0,0,,1,1,2,5,2,0,0,1,11,+17,14.5,2024-04-09
Amen Thompson,HOU,,ORL,W,37:38,6,7,.857,0,0,,1,2,.500,3,5,8,4,2,1,4,2,13,+1,14.4,2024-04-09
Brook Lopez,MIL,,BOS,W,27:46,5,9,.556,5,8,.625,0,0,,1,5,6,0,0,2,0,0,15,+9,14.3,2024-04-09
OG Anunoby,NYK,@,CHI,W,35:08,10,18,.556,4,6,.667,0,0,,0,3,3,1,0,1,2,4,24,+12,14.1,2024-04-09
Patrick Baldwin,WAS,@,MIN,L,38:21,6,11,.545,3,8,.375,0,0,,1,5,6,4,2,0,1,4,15,-5,14.1,2024-04-09
Andrew Wiggins,GSW,@,LAL,W,28:32,7,12,.583,3,5,.600,0,0,,1,3,4,0,0,3,0,3,17,+10,13.9,2024-04-09
RJ Barrett,TOR,,IND,L,32:46,10,19,.526,0,3,.000,3,3,1.000,2,2,4,4,1,0,5,2,23,-12,13.7,2024-04-09
Alex Caruso,CHI,,NYK,L,37:00,3,7,.429,3,5,.600,0,0,,2,3,5,6,2,2,1,3,9,-10,13.0,2024-04-09
Bobby Portis,MIL,,BOS,W,21:58,7,13,.538,1,2,.500,0,0,,3,7,10,2,1,0,2,1,15,+2,12.9,2024-04-09
Jonas Valančiūnas,NOP,@,POR,W,20:48,5,12,.417,0,2,.000,1,2,.500,2,6,8,5,2,0,0,0,11,+18,12.9,2024-04-09
Scoot Henderson,POR,,NOP,L,40:32,7,18,.389,2,10,.200,3,3,1.000,2,1,3,15,1,0,8,4,19,-31,12.8,2024-04-09
T.J. McConnell,IND,@,TOR,W,20:54,8,13,.615,1,1,1.000,0,0,,0,2,2,7,0,0,3,2,17,+2,12.8,2024-04-09
Jordan Goodwin,MEM,,SAS,L,36:09,5,15,.333,0,2,.000,0,0,,8,11,19,5,0,0,1,1,10,-7,12.5,2024-04-09
Brandin Podziemski,GSW,@,LAL,W,20:21,5,6,.833,3,3,1.000,0,0,,1,2,3,2,0,0,1,0,13,+4,12.5,2024-04-09
Paolo Banchero,ORL,@,HOU,L,36:12,7,19,.368,0,5,.000,7,7,1.000,0,7,7,6,0,0,4,1,21,-20,12.4,2024-04-09
Buddy Hield,PHI,,DET,W,25:27,6,12,.500,5,9,.556,1,2,.500,2,4,6,0,0,0,1,2,18,+21,12.4,2024-04-09
Tim Hardaway,DAL,@,CHO,W,22:37,6,10,.600,3,7,.429,0,0,,0,4,4,1,1,0,1,0,15,+1,12.3,2024-04-09
Jordan McLaughlin,MIN,,WAS,W,25:07,2,3,.667,0,1,.000,2,2,1.000,2,1,3,7,1,0,0,0,6,+27,12.3,2024-04-09
Jonathan Isaac,ORL,@,HOU,L,21:31,4,6,.667,1,2,.500,1,2,.500,2,6,8,1,2,1,1,1,10,-5,12.2,2024-04-09
Trey Jemison,MEM,,SAS,L,30:10,6,14,.429,0,0,,2,2,1.000,5,4,9,2,1,1,1,3,14,-4,12.2,2024-04-09
D'Angelo Russell,LAL,,GSW,L,37:01,3,11,.273,2,7,.286,6,6,1.000,0,2,2,7,0,0,0,2,14,-11,12.2,2024-04-09
Luka Šamanić,UTA,,DEN,L,34:52,6,15,.400,1,3,.333,2,2,1.000,3,7,10,3,0,0,1,0,15,-24,12.2,2024-04-09
Bruce Brown,TOR,,IND,L,27:46,7,12,.583,0,1,.000,2,4,.500,0,3,3,5,0,0,2,0,16,-16,12.0,2024-04-09
Cameron Payne,PHI,,DET,W,27:27,2,3,.667,1,2,.500,0,0,,1,4,5,6,3,0,0,2,5,+9,12.0,2024-04-09
Scotty Pippen,MEM,,SAS,L,31:30,4,15,.267,0,5,.000,6,7,.857,2,5,7,5,4,1,3,2,14,-3,12.0,2024-04-09
Royce O'Neale,PHO,,LAC,L,28:58,3,10,.300,2,7,.286,2,2,1.000,0,11,11,4,2,1,0,3,10,+8,11.8,2024-04-09
Julian Champagnie,SAS,@,MEM,W,29:39,6,12,.500,3,8,.375,2,2,1.000,1,2,3,1,2,0,3,1,17,+2,11.6,2024-04-09
Sidy Cissoko,SAS,@,MEM,W,21:23,4,6,.667,0,1,.000,2,2,1.000,2,1,3,2,1,1,0,2,10,+6,11.4,2024-04-09
Jrue Holiday,BOS,@,MIL,L,31:39,5,13,.385,2,6,.333,0,0,,3,4,7,5,1,1,2,0,12,-10,11.4,2024-04-09
Keegan Murray,SAC,@,OKC,L,38:17,5,16,.313,3,10,.300,2,2,1.000,3,7,10,2,0,0,0,0,15,-8,11.4,2024-04-09
Jordan Nwora,TOR,,IND,L,19:08,4,6,.667,2,2,1.000,1,2,.500,2,1,3,2,1,2,2,1,11,-7,11.1,2024-04-09
Mike Conley,MIN,,WAS,W,28:00,5,11,.455,5,9,.556,0,0,,1,1,2,3,1,0,2,1,15,+14,11.0,2024-04-09
Jock Landale,HOU,,ORL,W,23:20,3,4,.750,1,2,.500,1,2,.500,0,2,2,4,1,2,0,2,8,+4,11.0,2024-04-09
Bam Adebayo,MIA,@,ATL,W,47:41,4,8,.500,2,2,1.000,0,0,,0,7,7,7,3,1,5,2,10,+12,10.9,2024-04-09
Kelly Oubre,PHI,,DET,W,28:47,6,16,.375,1,5,.200,4,4,1.000,1,2,3,0,0,3,0,2,17,+8,10.8,2024-04-09
Tre Mann,CHO,,DAL,L,34:54,5,13,.385,0,2,.000,1,2,.500,1,4,5,6,1,0,0,0,11,-11,10.6,2024-04-09
Moritz Wagner,ORL,@,HOU,L,21:57,4,8,.500,0,0,,4,4,1.000,2,3,5,1,1,0,1,1,12,+6,10.6,2024-04-09
Bruno Fernando,ATL,,MIA,L,21:24,4,5,.800,0,0,,4,4,1.000,0,4,4,0,0,0,0,2,12,+5,10.5,2024-04-09
Kris Murray,POR,,NOP,L,37:19,4,8,.500,4,6,.667,2,2,1.000,3,2,5,2,1,2,4,5,14,-8,10.5,2024-04-09
Maxi Kleber,DAL,@,CHO,W,19:23,4,5,.800,2,3,.667,0,0,,4,2,6,1,0,0,1,2,10,+13,10.4,2024-04-09
Amir Coffey,LAC,@,PHO,W,34:26,4,11,.364,3,8,.375,2,2,1.000,1,3,4,2,2,0,0,4,13,-4,10.3,2024-04-09
Talen Horton-Tucker,UTA,,DEN,L,32:20,10,23,.435,4,8,.500,0,0,,0,3,3,2,1,1,4,4,24,-5,10.3,2024-04-09
Chris Paul,GSW,@,LAL,W,24:57,5,10,.500,1,4,.250,0,0,,0,6,6,9,0,0,3,2,11,+21,10.3,2024-04-09
Deni Avdija,WAS,@,MIN,L,35:00,4,12,.333,3,5,.600,4,5,.800,0,6,6,5,0,1,2,4,15,+3,10.2,2024-04-09
Dillon Brooks,HOU,,ORL,W,32:40,5,10,.500,3,4,.750,2,2,1.000,0,5,5,3,0,0,1,6,15,+20,10.2,2024-04-09
Kevin Durant,PHO,,LAC,L,39:57,8,22,.364,2,5,.400,3,5,.600,0,2,2,2,2,0,1,2,21,-14,10.2,2024-04-09
Jaxson Hayes,LAL,,GSW,L,28:19,5,6,.833,0,0,,1,2,.500,3,3,6,1,1,1,2,4,11,-7,10.2,2024-04-09
Duop Reath,POR,,NOP,L,12:13,5,8,.625,2,3,.667,0,1,.000,2,3,5,1,0,0,0,2,12,+18,10.2,2024-04-09
Brandon Clarke,MEM,,SAS,L,27:00,7,12,.583,0,1,.000,0,0,,0,1,1,0,1,1,0,1,14,-13,10.0,2024-04-09
Myles Turner,IND,@,TOR,W,20:53,6,10,.600,3,7,.429,1,4,.250,1,3,4,1,0,1,2,3,16,+14,10.0,2024-04-09
Damian Lillard,MIL,,BOS,W,36:19,5,11,.455,2,5,.400,0,0,,1,2,3,5,1,1,3,0,12,+13,9.8,2024-04-09
Jalen Duren,DET,@,PHI,L,27:32,5,12,.417,0,0,,5,6,.833,0,11,11,2,0,0,2,3,15,-5,9.7,2024-04-09
Khris Middleton,MIL,,BOS,W,33:14,5,8,.625,2,4,.500,0,0,,0,6,6,9,1,0,7,2,12,+12,9.7,2024-04-09
Isaiah Jackson,IND,@,TOR,W,17:53,2,3,.667,0,0,,0,0,,5,2,7,2,0,2,0,0,4,+3,9.6,2024-04-09
Spencer Dinwiddie,LAL,,GSW,L,22:23,4,7,.571,3,5,.600,1,1,1.000,0,4,4,0,0,0,0,1,12,-13,9.5,2024-04-09
Jeff Dowtin,PHI,,DET,W,20:33,4,7,.571,0,0,,0,1,.000,0,0,0,6,1,0,0,0,8,+9,9.5,2024-04-09
Tre Jones,SAS,@,MEM,W,32:00,4,10,.400,0,4,.000,0,0,,2,5,7,4,1,0,0,0,8,+20,9.3,2024-04-09
Eric Gordon,PHO,,LAC,L,28:53,4,9,.444,3,8,.375,0,0,,0,0,0,0,4,1,2,0,11,-4,9.0,2024-04-09
Haywood Highsmith,MIA,@,ATL,W,35:27,5,10,.500,3,7,.429,0,2,.000,1,6,7,2,0,0,1,3,13,+7,8.9,2024-04-09
Jalen Williams,OKC,,SAC,W,35:42,5,11,.455,1,2,.500,0,0,,0,6,6,4,1,0,2,0,11,+3,8.9,2024-04-09
Reggie Jackson,DEN,@,UTA,W,23:57,4,13,.308,1,6,.167,0,0,,2,2,4,5,1,1,0,0,9,0,8.7,2024-04-09
Derrick Jones,DAL,@,CHO,W,24:27,4,8,.500,1,5,.200,0,0,,2,1,3,3,0,1,0,2,9,+22,8.7,2024-04-09
Javonte Green,CHI,,NYK,L,30:30,3,8,.375,0,3,.000,3,4,.750,5,7,12,0,0,0,0,3,9,-11,8.6,2024-04-09
Andrew Nembhard,IND,@,TOR,W,27:28,3,7,.429,2,4,.500,0,1,.000,0,2,2,8,0,1,1,3,8,+14,8.6,2024-04-09
Markelle Fultz,ORL,@,HOU,L,34:20,8,18,.444,0,2,.000,2,2,1.000,2,2,4,2,0,1,3,3,18,-10,8.5,2024-04-09
Isaiah Joe,OKC,,SAC,W,19:58,4,7,.571,2,5,.400,0,0,,0,4,4,1,2,0,1,3,10,+7,8.4,2024-04-09
Sam Hauser,BOS,@,MIL,L,28:01,3,8,.375,2,6,.333,0,0,,2,3,5,2,2,0,1,0,8,0,8.3,2024-04-09
Paul Reed,PHI,,DET,W,13:13,4,7,.571,0,0,,0,0,,4,2,6,0,1,0,0,2,8,+3,8.3,2024-04-09
Darius Bazley,UTA,,DEN,L,25:19,2,5,.400,0,2,.000,4,4,1.000,1,4,5,0,1,0,0,0,8,-3,8.2,2024-04-09
Gary Harris,ORL,@,HOU,L,30:37,2,3,.667,2,2,1.000,0,0,,1,4,5,2,1,0,0,2,6,-9,8.2,2024-04-09
Jaden McDaniels,MIN,,WAS,W,27:33,3,6,.500,1,4,.250,2,2,1.000,0,5,5,2,1,1,0,6,9,-10,8.2,2024-04-09
Michael Porter,DEN,@,UTA,W,28:53,5,13,.385,2,7,.286,0,0,,1,4,5,0,1,1,0,1,12,+15,8.1,2024-04-09
Jaylen Brown,BOS,@,MIL,L,35:32,7,19,.368,0,6,.000,0,0,,4,6,10,3,4,0,5,3,14,-13,8.0,2024-04-09
Aaron Wiggins,OKC,,SAC,W,18:41,3,4,.750,0,1,.000,1,1,1.000,1,3,4,1,0,1,0,1,7,+15,8.0,2024-04-09
Ben Sheppard,IND,@,TOR,W,27:21,4,12,.333,3,9,.333,0,0,,1,1,2,2,2,0,0,2,11,+12,7.8,2024-04-09
Gary Trent,TOR,,IND,L,34:00,7,19,.368,0,7,.000,2,4,.500,1,2,3,4,4,0,3,5,16,-9,7.8,2024-04-09
Dāvis Bertāns,CHO,,DAL,L,23:29,5,11,.455,3,7,.429,0,0,,0,4,4,0,0,0,0,2,13,-11,7.7,2024-04-09
Malachi Flynn,DET,@,PHI,L,21:10,5,9,.556,2,4,.500,0,0,,0,0,0,4,0,0,2,2,12,-12,7.7,2024-04-09
Nick Richards,CHO,,DAL,L,20:07,4,4,1.000,0,0,,0,0,,2,5,7,1,0,0,2,2,8,-12,7.6,2024-04-09
Trayce Jackson-Davis,GSW,@,LAL,W,24:44,2,5,.400,0,0,,3,5,.600,2,5,7,0,0,3,1,0,7,-1,7.5,2024-04-09
Herbert Jones,NOP,@,POR,W,37:47,1,5,.200,1,4,.250,4,4,1.000,2,2,4,2,2,0,1,2,7,+29,7.5,2024-04-09
Derrick White,BOS,@,MIL,L,31:19,3,10,.300,3,9,.333,0,0,,1,3,4,3,2,0,1,1,9,-11,7.5,2024-04-09
Drew Eubanks,PHO,,LAC,L,12:14,3,6,.500,0,0,,0,0,,3,2,5,1,1,0,0,0,6,-20,7.4,2024-04-09
Luke Kornet,BOS,@,MIL,L,20:56,3,3,1.000,1,1,1.000,0,0,,1,1,2,1,0,0,0,1,7,-8,7.4,2024-04-09
Devin Booker,PHO,,LAC,L,39:45,1,11,.091,0,4,.000,10,11,.909,1,2,3,5,2,0,3,2,12,-7,7.3,2024-04-09
Clint Capela,ATL,,MIA,L,36:36,3,8,.375,0,0,,0,0,,6,5,11,2,0,0,1,1,6,-11,7.3,2024-04-09
Jalen Green,HOU,,ORL,W,33:50,6,17,.353,2,9,.222,0,2,.000,0,5,5,5,1,0,2,1,14,+17,7.3,2024-04-09
Domantas Sabonis,SAC,@,OKC,L,33:53,2,7,.286,0,0,,4,7,.571,8,5,13,5,1,0,5,5,8,-18,7.3,2024-04-09
Grant Williams,CHO,,DAL,L,32:09,5,12,.417,1,5,.200,1,2,.500,1,2,3,4,0,0,1,3,12,-16,7.1,2024-04-09
Brice Sensabaugh,UTA,,DEN,L,20:40,2,9,.222,1,2,.500,5,5,1.000,1,4,5,2,0,0,0,2,10,+4,7.0,2024-04-09
Blake Wesley,SAS,@,MEM,W,22:30,5,7,.714,2,3,.667,1,1,1.000,0,2,2,3,0,0,5,2,13,+13,7.0,2024-04-09
Zavier Simpson,MEM,,SAS,L,30:37,5,15,.333,2,6,.333,0,0,,0,3,3,5,1,0,2,0,12,-10,6.9,2024-04-09
James Wiseman,DET,@,PHI,L,20:28,1,5,.200,0,0,,6,6,1.000,1,5,6,2,0,0,1,2,8,-13,6.7,2024-04-09
Jonathan Kuminga,GSW,@,LAL,W,21:25,2,8,.250,1,3,.333,3,4,.750,0,6,6,3,1,0,0,3,8,+10,6.5,2024-04-09
Delon Wright,MIA,@,ATL,W,20:42,3,4,.750,1,2,.500,0,0,,1,1,2,2,0,0,1,1,7,+6,6.4,2024-04-09
Zeke Nnaji,DEN,@,UTA,W,12:01,3,3,1.000,0,0,,0,3,.000,2,1,3,0,0,1,0,0,6,-5,6.3,2024-04-09
Harrison Barnes,SAC,@,OKC,L,26:43,1,8,.125,0,4,.000,8,10,.800,2,4,6,0,1,0,1,1,10,-3,6.2,2024-04-09
Zach Collins,SAS,@,MEM,W,17:40,2,5,.400,0,1,.000,1,1,1.000,0,7,7,3,0,1,1,0,5,+1,6.2,2024-04-09
Grayson Allen,PHO,,LAC,L,31:25,3,13,.231,0,8,.000,3,4,.750,1,5,6,2,3,0,0,3,9,-2,6.1,2024-04-09
Garrison Mathews,ATL,,MIA,L,21:05,4,10,.400,3,9,.333,0,1,.000,2,1,3,0,1,0,1,2,11,+10,6.1,2024-04-09
Kentavious Caldwell-Pope,DEN,@,UTA,W,29:13,3,5,.600,0,2,.000,0,0,,1,1,2,4,0,1,1,3,6,+18,6.0,2024-04-09
Jeff Green,HOU,,ORL,W,16:32,2,4,.500,0,1,.000,2,2,1.000,1,1,2,2,1,0,1,1,6,+5,6.0,2024-04-09
Peyton Watson,DEN,@,UTA,W,30:29,2,7,.286,0,1,.000,1,2,.500,0,9,9,4,0,2,1,1,5,+3,6.0,2024-04-09
Wendell Carter,ORL,@,HOU,L,20:36,3,7,.429,1,3,.333,0,0,,3,3,6,2,1,0,2,2,7,-11,5.9,2024-04-09
Larry Nance,NOP,@,POR,W,19:34,0,2,.000,0,1,.000,2,2,1.000,4,0,4,2,2,0,1,0,2,-3,5.8,2024-04-09
JT Thor,CHO,,DAL,L,3:52,2,2,1.000,0,0,,1,2,.500,2,1,3,0,0,0,0,0,5,-2,5.7,2024-04-09
Dyson Daniels,NOP,@,POR,W,28:05,2,4,.500,0,1,.000,0,0,,0,6,6,5,1,1,3,1,4,-6,5.6,2024-04-09
Bones Hyland,LAC,@,PHO,W,17:29,3,9,.333,1,4,.250,0,0,,1,8,9,2,0,0,0,2,7,-10,5.6,2024-04-09
Gary Payton,GSW,@,LAL,W,13:37,3,6,.500,2,3,.667,1,2,.500,0,1,1,1,0,1,1,2,9,+1,5.5,2024-04-09
Andre Drummond,CHI,,NYK,L,4:34,2,2,1.000,0,0,,0,0,,1,1,2,0,1,0,0,0,4,+1,5.4,2024-04-09
Svi Mykhailiuk,BOS,@,MIL,L,6:32,2,2,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,5,+1,5.4,2024-04-09
Pat Connaughton,MIL,,BOS,W,19:49,2,6,.333,0,1,.000,0,0,,1,2,3,2,2,0,0,0,4,+1,5.3,2024-04-09
Johnny Davis,WAS,@,MIN,L,19:41,3,4,.750,1,1,1.000,3,5,.600,0,3,3,0,0,0,2,3,10,-3,5.3,2024-04-09
Xavier Tillman,BOS,@,MIL,L,18:25,2,7,.286,2,5,.400,0,0,,0,0,0,2,1,2,0,1,6,-15,5.3,2024-04-09
Dalano Banton,POR,,NOP,L,31:18,4,11,.364,2,8,.250,2,2,1.000,0,3,3,3,0,1,4,1,12,+5,5.2,2024-04-09
Joe Ingles,ORL,@,HOU,L,17:48,2,6,.333,1,4,.250,2,3,.667,0,3,3,2,0,1,1,0,7,+3,5.2,2024-04-09
Marcus Sasser,DET,@,PHI,L,26:50,3,10,.300,2,4,.500,2,2,1.000,1,2,3,5,0,0,3,2,10,-6,5.2,2024-04-09
Jared Butler,WAS,@,MIN,L,22:04,2,5,.400,0,1,.000,0,0,,0,6,6,3,1,0,0,3,4,-19,5.0,2024-04-09
A.J. Green,MIL,,BOS,W,18:43,2,3,.667,2,3,.667,0,0,,0,1,1,0,0,0,0,0,6,+6,5.0,2024-04-09
Aaron Nesmith,IND,@,TOR,W,25:59,3,8,.375,0,4,.000,2,2,1.000,1,3,4,2,2,0,2,4,8,+6,5.0,2024-04-09
Malik Williams,TOR,,IND,L,14:12,3,8,.375,0,1,.000,0,2,.000,5,4,9,0,0,1,0,3,6,0,5.0,2024-04-09
Aleksej Pokusevski,CHO,,DAL,L,12:56,1,2,.500,0,0,,2,4,.500,0,4,4,1,0,1,0,0,4,-4,4.8,2024-04-09
Malaki Branham,SAS,@,MEM,W,28:19,4,13,.308,2,8,.250,0,0,,0,4,4,2,1,0,1,1,10,-1,4.7,2024-04-09
De'Anthony Melton,PHI,,DET,W,15:49,2,9,.222,1,5,.200,0,0,,1,2,3,3,2,0,0,1,5,+9,4.5,2024-04-09
Timmy Allen,MEM,,SAS,L,31:27,3,9,.333,0,3,.000,0,0,,1,3,4,2,2,0,0,4,6,-11,4.3,2024-04-09
Taylor Hendricks,UTA,,DEN,L,21:43,1,5,.200,1,2,.500,0,0,,1,4,5,1,1,1,0,0,3,-7,4.2,2024-04-09
Eugene Omoruyi,WAS,@,MIN,L,12:28,2,4,.500,2,2,1.000,1,2,.500,2,0,2,0,1,0,2,2,7,-6,4.2,2024-04-09
Jack White,MEM,,SAS,L,25:31,2,7,.286,2,5,.400,0,0,,0,2,2,0,1,1,0,1,6,-13,3.8,2024-04-09
Keyonte George,UTA,,DEN,L,30:02,4,11,.364,2,9,.222,0,0,,1,2,3,5,0,0,5,0,10,-15,3.7,2024-04-09
Wesley Matthews,ATL,,MIA,L,4:42,0,0,,0,0,,2,2,1.000,0,0,0,1,1,0,0,0,2,-1,3.7,2024-04-09
Chimezie Metu,DET,@,PHI,L,34:46,3,10,.300,1,4,.250,0,0,,3,8,11,2,0,0,3,1,7,-9,3.7,2024-04-09
Jules Bernard,WAS,@,MIN,L,7:51,3,3,1.000,0,0,,0,0,,1,2,3,0,0,0,2,2,6,0,3.6,2024-04-09
Gregory Jackson,MEM,,SAS,L,27:36,4,17,.235,2,8,.250,1,2,.500,1,3,4,2,0,1,0,1,11,-14,3.6,2024-04-09
Cason Wallace,OKC,,SAC,W,18:24,1,5,.200,1,2,.500,0,0,,0,2,2,2,1,1,0,0,3,+9,3.6,2024-04-09
Jalen McDaniels,TOR,,IND,L,15:59,3,7,.429,0,1,.000,1,2,.500,1,1,2,0,0,0,0,1,7,-6,3.5,2024-04-09
David Duke,SAS,@,MEM,W,3:13,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,-1,3.4,2024-04-09
Jaden Hardy,DAL,@,CHO,W,13:15,1,1,1.000,0,0,,1,2,.500,1,1,2,2,1,0,2,1,3,+4,3.3,2024-04-09
Jabari Walker,POR,,NOP,L,28:15,2,5,.400,0,1,.000,0,0,,2,8,10,0,0,0,1,2,4,-18,3.3,2024-04-09
Justin Holiday,DEN,@,UTA,W,18:19,2,5,.400,2,4,.500,0,0,,0,1,1,0,0,0,0,1,6,-5,3.2,2024-04-09
Payton Pritchard,BOS,@,MIL,L,23:38,2,9,.222,2,8,.250,0,0,,0,2,2,3,1,0,1,0,6,+1,3.2,2024-04-09
Dalen Terry,CHI,,NYK,L,19:13,2,3,.667,0,0,,0,0,,1,2,3,1,0,1,1,3,4,-1,3.2,2024-04-09
Trey Lyles,SAC,@,OKC,L,22:02,1,7,.143,1,5,.200,0,0,,3,4,7,0,2,1,1,1,3,+3,3.1,2024-04-09
Rayan Rupert,POR,,NOP,L,33:13,2,9,.222,2,6,.333,0,0,,0,4,4,4,0,0,1,1,6,+1,3.1,2024-04-09
Olivier-Maxence Prosper,DAL,@,CHO,W,3:52,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,+2,3.0,2024-04-09
Doug McDermott,IND,@,TOR,W,9:56,1,4,.250,1,4,.250,0,0,,0,0,0,1,2,0,0,1,3,+2,2.9,2024-04-09
Torrey Craig,CHI,,NYK,L,14:46,1,3,.333,1,1,1.000,1,2,.500,1,1,2,0,0,1,0,2,4,0,2.8,2024-04-09
Miles McBride,NYK,@,CHI,W,21:50,3,10,.300,1,6,.167,0,0,,1,1,2,2,0,0,0,2,7,-2,2.8,2024-04-09
Justin Minaya,POR,,NOP,L,21:30,1,4,.250,1,3,.333,0,0,,1,3,4,2,0,0,0,2,3,+9,2.8,2024-04-09
Colin Castleton,LAL,,GSW,L,1:47,1,2,.500,0,0,,0,0,,1,0,1,0,1,0,0,0,2,+2,2.7,2024-04-09
Jamaree Bouyea,SAS,@,MEM,W,3:13,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,4,-1,2.6,2024-04-09
Quenton Jackson,IND,@,TOR,W,1:55,0,0,,0,0,,2,2,1.000,0,2,2,0,0,0,0,0,2,0,2.6,2024-04-09
Jay Huff,DEN,@,UTA,W,1:55,0,0,,0,0,,0,0,,1,0,1,0,1,1,0,0,0,-2,2.4,2024-04-09
Norman Powell,LAC,@,PHO,W,32:30,4,12,.333,2,4,.500,0,0,,0,5,5,1,0,0,1,5,10,+25,2.4,2024-04-09
Brandon Williams,DAL,@,CHO,W,3:38,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,+2,2.4,2024-04-09
Lester Quiñones,GSW,@,LAL,W,1:47,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2,-2,2.3,2024-04-09
Malik Beasley,MIL,,BOS,W,25:16,2,7,.286,1,5,.200,0,0,,0,2,2,1,0,0,0,0,5,+3,2.2,2024-04-09
Bol Bol,PHO,,LAC,L,7:18,1,2,.500,0,1,.000,0,0,,0,2,2,0,1,0,0,1,2,-13,2.2,2024-04-09
Jaylin Williams,OKC,,SAC,W,16:12,2,3,.667,0,1,.000,0,0,,0,1,1,2,0,0,1,3,4,-11,2.2,2024-04-09
Vasilije Micić,CHO,,DAL,L,26:11,3,10,.300,0,3,.000,0,0,,0,2,2,4,1,1,2,3,6,-26,2.1,2024-04-09
Davion Mitchell,SAC,@,OKC,L,21:34,3,10,.300,1,6,.167,1,1,1.000,0,1,1,2,0,0,1,2,8,-6,2.1,2024-04-09
Jaylen Nowell,DET,@,PHI,L,10:27,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,0,2,-12,2.0,2024-04-09
Chuma Okeke,ORL,@,HOU,L,1:37,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,0,2.0,2024-04-09
Mason Plumlee,LAC,@,PHO,W,7:47,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,+7,2.0,2024-04-09
Mohamed Bamba,PHI,,DET,W,3:25,0,1,.000,0,0,,2,2,1.000,0,1,1,0,0,1,0,1,2,-3,1.9,2024-04-09
Jaime Jaquez,MIA,@,ATL,W,21:53,1,2,.500,1,1,1.000,0,0,,2,2,4,1,0,0,2,2,3,-5,1.9,2024-04-09
Alex Len,SAC,@,OKC,L,10:18,0,0,,0,0,,0,0,,2,2,4,2,0,1,1,3,0,+7,1.9,2024-04-09
Maxwell Lewis,LAL,,GSW,L,1:47,0,0,,0,0,,2,3,.667,0,0,0,1,0,0,0,1,2,+2,1.9,2024-04-09
Mitchell Robinson,NYK,@,CHI,W,19:39,0,0,,0,0,,0,0,,0,1,1,0,2,0,0,1,0,+2,1.9,2024-04-09
Ricky Council,PHI,,DET,W,10:28,1,4,.250,1,2,.500,0,0,,0,1,1,1,1,0,0,2,3,+5,1.8,2024-04-09
Monte Morris,MIN,,WAS,W,11:41,1,4,.250,1,2,.500,0,0,,0,4,4,0,0,0,0,0,3,+7,1.8,2024-04-09
